ProductionID,OrderID,FactoryID,LineID,StyleID,DateKey,ProductionDate,TargetQty,ProducedQty,EfficiencyPct,DHU,AvailableMinutes,UsedMinutes,LostTimeMinutes
9292,134,2,13,21,20240502,2024-05-02,2368,257,35.0,3.2,18000,1953.1999999999998,3003
9293,134,2,12,21,20240502,2024-05-02,2842,375,35.0,2.6,21600,2850.0,2883
9294,134,2,11,21,20240504,2024-05-04,2052,522,35.0,4.4,15600,3967.2,2813
9295,134,2,13,21,20240504,2024-05-04,2368,464,35.0,5.6,18000,3526.3999999999996,1188
9296,134,2,12,21,20240504,2024-05-04,2842,474,35.0,4.8,21600,3602.3999999999996,1802
9297,134,2,11,21,20240505,2024-05-05,2052,441,35.0,4.8,15600,3351.6,1064
9298,134,2,13,21,20240505,2024-05-05,2368,272,35.0,5.5,18000,2067.2,1606
9299,134,2,12,21,20240505,2024-05-05,2842,534,35.0,4.1,21600,4058.3999999999996,3576
9300,134,2,11,21,20240506,2024-05-06,2052,225,35.0,4.8,15600,1710.0,2453
9301,134,2,13,21,20240506,2024-05-06,2368,410,35.0,2.7,18000,3116.0,1337
9302,134,2,12,21,20240506,2024-05-06,2842,382,35.0,4.2,21600,2903.2,3399
9303,134,2,11,21,20240507,2024-05-07,2052,467,35.0,7.1,15600,3549.2,1358
9304,134,2,13,21,20240507,2024-05-07,2368,347,35.0,1.0,18000,2637.2,1697
9305,134,2,12,21,20240507,2024-05-07,2842,350,35.0,5.8,21600,2660.0,2794
9306,134,2,11,21,20240508,2024-05-08,2052,632,35.0,2.9,15600,4803.2,1745
9307,134,2,13,21,20240508,2024-05-08,2368,411,35.0,6.2,18000,3123.6,1170
9308,134,2,12,21,20240508,2024-05-08,2842,304,35.0,5.1,21600,2310.4,2204
9309,134,2,11,21,20240509,2024-05-09,2052,358,35.0,5.2,15600,2720.7999999999997,1040
9310,134,2,13,21,20240509,2024-05-09,2368,317,35.0,6.2,18000,2409.2,3484
9311,134,2,12,21,20240509,2024-05-09,2842,357,35.0,3.3,21600,2713.2,3011
9312,134,2,11,21,20240511,2024-05-11,2052,272,35.0,3.7,15600,2067.2,1866
9313,134,2,13,21,20240511,2024-05-11,2368,336,35.0,2.7,18000,2553.6,3074
9314,134,2,12,21,20240511,2024-05-11,2842,249,35.0,6.3,21600,1892.3999999999999,1844
9315,134,2,11,21,20240512,2024-05-12,2052,304,35.0,6.8,15600,2310.4,1918
9316,134,2,13,21,20240512,2024-05-12,2368,400,35.0,4.7,18000,3040.0,2325
9317,134,2,12,21,20240512,2024-05-12,2842,354,35.0,1.9,21600,2690.4,1409
9318,134,2,11,21,20240513,2024-05-13,2052,501,35.0,4.5,15600,3807.6,1635
9319,134,2,13,21,20240513,2024-05-13,2368,363,35.0,3.9,18000,2758.7999999999997,3011
9320,134,2,12,21,20240513,2024-05-13,2842,577,35.0,5.3,21600,4385.2,2559
9321,134,2,11,21,20240514,2024-05-14,2052,496,35.0,8.7,15600,3769.6,1871
9322,134,2,13,21,20240514,2024-05-14,2368,597,35.0,4.0,18000,4537.2,1622
9323,134,2,12,21,20240514,2024-05-14,2842,291,35.0,4.9,21600,2211.6,2166
9324,134,2,11,21,20240515,2024-05-15,2052,460,35.0,6.2,15600,3496.0,2976
9325,134,2,13,21,20240515,2024-05-15,2368,404,35.0,4.4,18000,3070.3999999999996,3588
9326,134,2,12,21,20240515,2024-05-15,2842,437,35.0,4.7,21600,3321.2,3859
9327,134,2,11,21,20240516,2024-05-16,2052,419,35.0,5.2,15600,3184.3999999999996,2228
9328,134,2,13,21,20240516,2024-05-16,2368,356,35.0,6.4,18000,2705.6,3321
9329,134,2,12,21,20240516,2024-05-16,2842,386,35.0,6.3,21600,2933.6,2944
9330,134,2,11,21,20240518,2024-05-18,2052,421,35.0,1.0,15600,3199.6,1056
9331,134,2,13,21,20240518,2024-05-18,2368,462,35.0,2.4,18000,3511.2,2764
9332,134,2,12,21,20240518,2024-05-18,2842,465,35.0,3.9,21600,3534.0,1343
9333,134,2,11,21,20240519,2024-05-19,2052,522,35.0,4.7,15600,3967.2,1623
9334,134,2,13,21,20240519,2024-05-19,2368,499,35.0,6.7,18000,3792.3999999999996,1451
9335,134,2,12,21,20240519,2024-05-19,2842,500,35.0,2.5,21600,3800.0,3726
9336,134,2,11,21,20240520,2024-05-20,2052,480,35.0,4.3,15600,3648.0,2384
9337,134,2,13,21,20240520,2024-05-20,2368,376,35.0,2.9,18000,2857.6,1353
9338,134,2,12,21,20240520,2024-05-20,2842,323,35.0,3.6,21600,2454.7999999999997,3702
9339,134,2,11,21,20240521,2024-05-21,2052,306,35.0,4.5,15600,2325.6,2144
9340,134,2,13,21,20240521,2024-05-21,2368,543,35.0,3.9,18000,4126.8,2003
9341,134,2,12,21,20240521,2024-05-21,2842,500,35.0,5.5,21600,3800.0,2983
9342,134,2,11,21,20240522,2024-05-22,2052,461,35.0,2.7,15600,3503.6,1242
9343,134,2,13,21,20240522,2024-05-22,2368,302,35.0,5.8,18000,2295.2,1983
9344,134,2,12,21,20240522,2024-05-22,2842,460,35.0,5.1,21600,3496.0,3344
9345,134,2,11,21,20240523,2024-05-23,2052,376,35.0,4.0,15600,2857.6,2370
9346,134,2,13,21,20240523,2024-05-23,2368,297,35.0,2.7,18000,2257.2,1525
9347,134,2,12,21,20240523,2024-05-23,2842,455,35.0,5.8,21600,3458.0,2027
9348,134,2,11,21,20240525,2024-05-25,2052,308,35.0,5.6,15600,2340.7999999999997,1791
9349,134,2,13,21,20240525,2024-05-25,2368,424,35.0,3.0,18000,3222.3999999999996,1809
9350,134,2,12,21,20240525,2024-05-25,2842,319,35.0,3.9,21600,2424.4,1490
9351,134,2,11,21,20240526,2024-05-26,2052,386,35.0,4.6,15600,2933.6,2979
9352,134,2,13,21,20240526,2024-05-26,2368,506,35.0,4.2,18000,3845.6,3382
9353,134,2,12,21,20240526,2024-05-26,2842,564,35.0,4.5,21600,4286.4,2743
9354,134,2,11,21,20240527,2024-05-27,2052,542,35.0,5.3,15600,4119.2,1540
9355,134,2,13,21,20240527,2024-05-27,2368,439,35.0,6.2,18000,3336.3999999999996,3237
9356,134,2,12,21,20240527,2024-05-27,2842,530,35.0,3.9,21600,4028.0,3956
9357,134,2,11,21,20240528,2024-05-28,2052,449,35.0,2.0,15600,3412.3999999999996,1813
9358,134,2,13,21,20240528,2024-05-28,2368,589,35.0,3.4,18000,4476.4,3146
9359,134,2,12,21,20240528,2024-05-28,2842,424,35.0,4.6,21600,3222.3999999999996,1977
9360,134,2,11,21,20240529,2024-05-29,2052,339,35.0,5.0,15600,2576.4,3119
9361,134,2,13,21,20240529,2024-05-29,2368,602,35.0,3.9,18000,4575.2,2411
9362,134,2,12,21,20240529,2024-05-29,2842,475,35.0,6.2,21600,3610.0,2573
9363,134,2,11,21,20240530,2024-05-30,2052,284,35.0,5.0,15600,2158.4,960
9364,134,2,13,21,20240530,2024-05-30,2368,298,35.0,5.3,18000,2264.7999999999997,1317
9365,134,2,12,21,20240530,2024-05-30,2842,353,35.0,6.7,21600,2682.7999999999997,4031
9366,134,2,11,21,20240601,2024-06-01,2052,384,35.0,2.7,15600,2918.3999999999996,2990
9367,134,2,13,21,20240601,2024-06-01,2368,403,35.0,3.6,18000,3062.7999999999997,1777
9368,134,2,12,21,20240601,2024-06-01,2842,537,35.0,4.0,21600,4081.2,1687
9369,134,2,11,21,20240602,2024-06-02,2052,407,35.0,3.9,15600,3093.2,1348
9370,134,2,13,21,20240602,2024-06-02,2368,247,35.0,4.1,18000,1877.1999999999998,3397
9371,134,2,12,21,20240602,2024-06-02,2842,426,35.0,5.0,21600,3237.6,1774
9372,134,2,11,21,20240603,2024-06-03,2052,200,35.0,4.0,15600,1520.0,1362
9373,134,2,13,21,20240603,2024-06-03,2368,368,35.0,5.2,18000,2796.7999999999997,1507
9374,134,2,12,21,20240603,2024-06-03,2842,317,35.0,4.6,21600,2409.2,3587
9375,134,2,11,21,20240604,2024-06-04,2052,539,35.0,5.9,15600,4096.4,1539
9376,134,2,13,21,20240604,2024-06-04,2368,370,35.0,3.6,18000,2812.0,3304
9377,134,2,12,21,20240604,2024-06-04,2842,434,35.0,4.4,21600,3298.3999999999996,2569
9378,134,2,11,21,20240605,2024-06-05,2052,332,35.0,3.0,15600,2523.2,2222
9379,134,2,13,21,20240605,2024-06-05,2368,602,35.0,5.6,18000,4575.2,1654
9380,134,2,12,21,20240605,2024-06-05,2842,315,35.0,4.6,21600,2394.0,1543
9381,134,2,11,21,20240606,2024-06-06,2052,478,35.0,3.9,15600,3632.7999999999997,1461
9382,134,2,13,21,20240606,2024-06-06,2368,443,35.0,4.7,18000,3366.7999999999997,1502
9383,134,2,12,21,20240606,2024-06-06,2842,423,35.0,5.8,21600,3214.7999999999997,3174
9384,134,2,11,21,20240608,2024-06-08,2052,370,35.0,2.8,15600,2812.0,2521
9385,134,2,13,21,20240608,2024-06-08,2368,351,35.0,5.2,18000,2667.6,2592
9386,134,2,12,21,20240608,2024-06-08,2842,202,35.0,2.1,21600,1535.1999999999998,3437
9387,134,2,11,21,20240609,2024-06-09,2052,419,35.0,1.5,15600,3184.3999999999996,1049
9388,134,2,13,21,20240609,2024-06-09,2368,528,35.0,2.7,18000,4012.7999999999997,3073
9389,134,2,12,21,20240609,2024-06-09,2842,238,35.0,5.6,21600,1808.8,3566
9390,134,2,11,21,20240610,2024-06-10,2052,384,35.0,2.6,15600,2918.3999999999996,1418
9391,134,2,13,21,20240610,2024-06-10,2368,397,35.0,4.2,18000,3017.2,2900
9392,134,2,12,21,20240610,2024-06-10,2842,253,35.0,4.0,21600,1922.8,2795
9393,134,2,11,21,20240611,2024-06-11,2052,405,35.0,1.0,15600,3078.0,1593
9394,134,2,13,21,20240611,2024-06-11,2368,293,35.0,7.4,18000,2226.7999999999997,2591
9395,134,2,12,21,20240611,2024-06-11,2842,85,35.0,5.3,21600,646.0,2320
9396,134,2,11,21,20240612,2024-06-12,2052,366,35.0,4.6,15600,2781.6,1952
9397,134,2,13,21,20240612,2024-06-12,2368,396,35.0,6.1,18000,3009.6,2321
9398,134,2,12,21,20240612,2024-06-12,2842,381,35.0,6.0,21600,2895.6,4041
9399,134,2,11,21,20240613,2024-06-13,2052,444,35.0,3.7,15600,3374.3999999999996,1302
9400,134,2,13,21,20240613,2024-06-13,2368,395,35.0,7.2,18000,3002.0,2427
9401,134,2,12,21,20240613,2024-06-13,2842,490,35.0,5.9,21600,3724.0,1805
9402,134,2,11,21,20240615,2024-06-15,2052,453,35.0,5.6,15600,3442.7999999999997,1192
9403,134,2,13,21,20240615,2024-06-15,2368,588,35.0,3.9,18000,4468.8,3256
9404,134,2,12,21,20240615,2024-06-15,2842,227,35.0,3.6,21600,1725.1999999999998,3476
9405,134,2,11,21,20240616,2024-06-16,2052,324,35.0,4.4,15600,2462.4,1700
9406,134,2,13,21,20240616,2024-06-16,2368,426,35.0,5.1,18000,3237.6,3064
9407,134,2,12,21,20240616,2024-06-16,2842,381,35.0,4.0,21600,2895.6,3162
9408,135,1,5,76,20231008,2023-10-08,1957,1109,56.6,6.3,18600,10535.5,1357
9409,135,1,5,76,20231009,2023-10-09,1957,773,39.5,6.4,18600,7343.5,3666
9410,135,1,5,76,20231010,2023-10-10,1957,800,40.9,6.3,18600,7600.0,2156
9411,135,1,5,76,20231011,2023-10-11,1957,581,35.0,7.3,18600,5519.5,1783
9412,135,1,5,76,20231012,2023-10-12,1957,494,35.0,4.0,18600,4693.0,3344
9413,135,1,5,76,20231014,2023-10-14,1957,511,35.0,5.9,18600,4854.5,3551
9414,135,1,5,76,20231015,2023-10-15,1957,366,35.0,3.6,18600,3477.0,1368
9415,135,1,5,76,20231016,2023-10-16,1957,581,35.0,3.1,18600,5519.5,2297
9416,135,1,5,76,20231017,2023-10-17,1957,627,35.0,5.0,18600,5956.5,2630
9417,135,1,5,76,20231018,2023-10-18,1957,740,37.8,3.1,18600,7030.0,2371
9418,135,1,5,76,20231019,2023-10-19,1957,700,35.8,1.9,18600,6650.0,3276
9419,135,1,5,76,20231021,2023-10-21,1957,604,35.0,4.9,18600,5738.0,2371
9420,135,1,5,76,20231022,2023-10-22,1957,376,35.0,3.8,18600,3572.0,2930
9421,135,1,5,76,20231023,2023-10-23,1957,640,35.0,3.6,18600,6080.0,2201
9422,135,1,5,76,20231024,2023-10-24,1957,588,35.0,1.7,18600,5586.0,1433
9423,135,1,5,76,20231025,2023-10-25,1957,758,38.7,4.3,18600,7201.0,3525
9424,135,1,5,76,20231026,2023-10-26,1957,834,42.6,6.2,18600,7923.0,3594
9425,135,1,5,76,20231028,2023-10-28,1957,634,35.0,6.3,18600,6023.0,2851
9426,135,1,5,76,20231029,2023-10-29,1957,398,35.0,4.4,18600,3781.0,3343
9427,135,1,5,76,20231030,2023-10-30,1957,584,35.0,4.6,18600,5548.0,1722
9428,135,1,5,76,20231031,2023-10-31,1957,679,35.0,1.8,18600,6450.5,1789
9429,135,1,5,76,20231101,2023-11-01,1957,964,49.2,5.4,18600,9158.0,3173
9430,135,1,5,76,20231102,2023-11-02,1957,887,45.3,5.2,18600,8426.5,1737
9431,135,1,5,76,20231104,2023-11-04,1957,604,35.0,3.6,18600,5738.0,2524
9432,135,1,5,76,20231105,2023-11-05,1957,678,35.0,4.1,18600,6441.0,3357
9433,135,1,5,76,20231106,2023-11-06,1957,527,35.0,4.9,18600,5006.5,2073
9434,135,1,5,76,20231107,2023-11-07,1957,720,36.8,2.4,18600,6840.0,2882
9435,135,1,5,76,20231108,2023-11-08,1957,727,37.1,2.7,18600,6906.5,2639
9436,135,1,5,76,20231109,2023-11-09,1957,535,35.0,5.0,18600,5082.5,1602
9437,135,1,5,76,20231111,2023-11-11,1957,525,35.0,1.3,18600,4987.5,2590
9438,135,1,5,76,20231112,2023-11-12,1957,847,43.3,3.3,18600,8046.5,1481
9439,135,1,5,76,20231113,2023-11-13,1957,455,35.0,3.2,18600,4322.5,1624
9440,135,1,5,76,20231114,2023-11-14,1957,264,35.0,2.5,18600,2508.0,1700
9441,135,1,5,76,20231115,2023-11-15,1957,318,35.0,4.1,18600,3021.0,1630
9442,135,1,5,76,20231116,2023-11-16,1957,668,35.0,6.7,18600,6346.0,1806
9443,135,1,5,76,20231118,2023-11-18,1957,912,46.6,4.0,18600,8664.0,2488
9444,135,1,5,76,20231119,2023-11-19,1957,1012,51.7,3.2,18600,9614.0,1732
9445,135,1,5,76,20231120,2023-11-20,1957,805,41.1,3.7,18600,7647.5,1354
9446,135,1,5,76,20231121,2023-11-21,1957,898,45.9,4.4,18600,8531.0,2195
9447,135,1,5,76,20231122,2023-11-22,1957,567,35.0,5.4,18600,5386.5,3121
9448,135,1,5,76,20231123,2023-11-23,1957,964,49.2,6.0,18600,9158.0,3422
9449,135,1,5,76,20231125,2023-11-25,1957,379,35.0,4.8,18600,3600.5,2980
9450,135,1,5,76,20231126,2023-11-26,1957,584,35.0,3.5,18600,5548.0,2200
9451,135,1,5,76,20231127,2023-11-27,1957,808,41.3,3.3,18600,7676.0,3637
9452,135,1,5,76,20231128,2023-11-28,1957,458,35.0,6.3,18600,4351.0,3185
9453,135,1,5,76,20231129,2023-11-29,1957,619,35.0,4.8,18600,5880.5,3305
9454,135,1,5,76,20231130,2023-11-30,1957,649,35.0,1.6,18600,6165.5,1312
9455,135,1,5,76,20231202,2023-12-02,1957,620,35.0,1.3,18600,5890.0,2968
9456,135,1,5,76,20231203,2023-12-03,1957,553,35.0,3.2,18600,5253.5,1591
9457,136,3,19,67,20241125,2024-11-25,2649,446,35.0,6.0,20400,3434.2000000000003,2418
9458,136,3,17,67,20241125,2024-11-25,2805,2083,74.3,4.4,21600,16039.1,1649
9459,136,3,22,67,20241125,2024-11-25,3038,1211,39.8,3.7,23400,9324.7,3558
9460,136,3,19,67,20241126,2024-11-26,2649,1660,62.7,6.3,20400,12782.0,3732
9461,136,3,17,67,20241126,2024-11-26,2805,2019,72.0,3.1,21600,15546.300000000001,2247
9462,136,3,22,67,20241126,2024-11-26,3038,1936,63.7,4.4,23400,14907.2,3069
9463,136,3,19,67,20241127,2024-11-27,2649,1061,40.0,7.7,20400,8169.7,3306
9464,136,3,17,67,20241127,2024-11-27,2805,841,35.0,4.5,21600,6475.7,1681
9465,136,3,22,67,20241127,2024-11-27,3038,1921,63.2,2.8,23400,14791.7,1672
9466,136,3,19,67,20241128,2024-11-28,2649,1731,65.3,3.0,20400,13328.7,3704
9467,136,3,17,67,20241128,2024-11-28,2805,1023,36.5,6.0,21600,7877.1,3041
9468,136,3,22,67,20241128,2024-11-28,3038,1165,38.3,4.2,23400,8970.5,4581
9469,136,3,19,67,20241130,2024-11-30,2649,1146,43.3,3.7,20400,8824.2,3565
9470,136,3,17,67,20241130,2024-11-30,2805,1026,36.6,5.1,21600,7900.2,2708
9471,136,3,22,67,20241130,2024-11-30,3038,1689,55.6,3.5,23400,13005.300000000001,4184
9472,136,3,19,67,20241201,2024-12-01,2649,2280,86.1,6.4,20400,17556.0,2896
9473,136,3,17,67,20241201,2024-12-01,2805,1308,46.6,7.7,21600,10071.6,2179
9474,136,3,22,67,20241201,2024-12-01,3038,1568,51.6,6.4,23400,12073.6,2661
9475,136,3,19,67,20241202,2024-12-02,2649,1272,48.0,6.5,20400,9794.4,3707
9476,136,3,17,67,20241202,2024-12-02,2805,1949,69.5,5.9,21600,15007.300000000001,4299
9477,136,3,22,67,20241202,2024-12-02,3038,1399,46.0,5.3,23400,10772.300000000001,3691
9478,136,3,19,67,20241203,2024-12-03,2649,1120,42.3,1.7,20400,8624.0,1301
9479,136,3,17,67,20241203,2024-12-03,2805,1281,45.7,2.4,21600,9863.7,2965
9480,136,3,22,67,20241203,2024-12-03,3038,1877,61.8,4.1,23400,14452.9,1854
9481,136,3,19,67,20241204,2024-12-04,2649,1544,58.3,6.9,20400,11888.800000000001,1246
9482,136,3,17,67,20241204,2024-12-04,2805,1653,58.9,7.6,21600,12728.1,3527
9483,136,3,22,67,20241204,2024-12-04,3038,1084,35.7,6.3,23400,8346.800000000001,3465
9484,136,3,19,67,20241205,2024-12-05,2649,1871,70.6,5.0,20400,14406.7,1685
9485,136,3,17,67,20241205,2024-12-05,2805,1671,59.6,4.1,21600,12866.7,2489
9486,136,3,22,67,20241205,2024-12-05,3038,786,35.0,3.2,23400,6052.2,2564
9487,136,3,19,67,20241207,2024-12-07,2649,1609,60.7,3.3,20400,12389.300000000001,3254
9488,136,3,17,67,20241207,2024-12-07,2805,1042,37.1,2.8,21600,8023.400000000001,2764
9489,136,3,22,67,20241207,2024-12-07,3038,2173,71.5,6.1,23400,16732.100000000002,4040
9490,136,3,19,67,20241208,2024-12-08,2649,1824,68.8,5.5,20400,14044.800000000001,3596
9491,136,3,17,67,20241208,2024-12-08,2805,1275,45.5,5.0,21600,9817.5,4177
9492,136,3,22,67,20241208,2024-12-08,3038,1044,35.0,5.0,23400,8038.8,1849
9493,136,3,19,67,20241209,2024-12-09,2649,1244,47.0,4.4,20400,9578.800000000001,2471
9494,136,3,17,67,20241209,2024-12-09,2805,1439,51.3,8.1,21600,11080.300000000001,3872
9495,136,3,22,67,20241209,2024-12-09,3038,2342,77.1,4.4,23400,18033.4,1940
9496,136,3,19,67,20241210,2024-12-10,2649,1588,59.9,6.7,20400,12227.6,2890
9497,136,3,17,67,20241210,2024-12-10,2805,1107,39.5,6.1,21600,8523.9,3137
9498,136,3,22,67,20241210,2024-12-10,3038,1887,62.1,3.3,23400,14529.9,2153
9499,136,3,19,67,20241211,2024-12-11,2649,1245,47.0,4.4,20400,9586.5,2227
9500,136,3,17,67,20241211,2024-12-11,2805,2016,71.9,4.1,21600,15523.2,2559
9501,136,3,22,67,20241211,2024-12-11,3038,1042,35.0,4.0,23400,8023.400000000001,3235
9502,136,3,19,67,20241212,2024-12-12,2649,1898,71.6,1.0,20400,14614.6,2312
9503,136,3,17,67,20241212,2024-12-12,2805,1762,62.8,6.4,21600,13567.4,2557
9504,136,3,22,67,20241212,2024-12-12,3038,891,35.0,5.5,23400,6860.7,2626
9505,136,3,19,67,20241214,2024-12-14,2649,701,35.0,4.4,20400,5397.7,1784
9506,136,3,17,67,20241214,2024-12-14,2805,1261,45.0,3.1,21600,9709.7,4275
9507,136,3,22,67,20241214,2024-12-14,3038,2066,68.0,2.5,23400,15908.2,2955
9508,136,3,19,67,20241215,2024-12-15,2649,1172,44.2,4.7,20400,9024.4,3310
9509,136,3,17,67,20241215,2024-12-15,2805,1624,57.9,1.5,21600,12504.800000000001,1424
9510,136,3,22,67,20241215,2024-12-15,3038,1629,53.6,1.0,23400,12543.300000000001,2583
9511,136,3,19,67,20241216,2024-12-16,2649,1382,52.2,3.9,20400,10641.4,3088
9512,136,3,17,67,20241216,2024-12-16,2805,1755,62.6,2.1,21600,13513.5,4116
9513,136,3,22,67,20241216,2024-12-16,3038,851,35.0,5.0,23400,6552.7,1976
9514,136,3,19,67,20241217,2024-12-17,2649,2212,83.5,4.1,20400,17032.4,3014
9515,136,3,17,67,20241217,2024-12-17,2805,1309,46.7,4.4,21600,10079.300000000001,2686
9516,136,3,22,67,20241217,2024-12-17,3038,1175,38.7,4.2,23400,9047.5,4341
9517,136,3,19,67,20241218,2024-12-18,2649,1734,65.4,2.3,20400,13351.800000000001,2727
9518,136,3,17,67,20241218,2024-12-18,2805,2080,74.1,3.0,21600,16016.0,3641
9519,136,3,22,67,20241218,2024-12-18,3038,2260,74.4,3.1,23400,17402.0,2786
9520,136,3,19,67,20241219,2024-12-19,2649,506,35.0,4.2,20400,3896.2000000000003,2623
9521,136,3,17,67,20241219,2024-12-19,2805,1717,61.2,2.9,21600,13220.9,2664
9522,136,3,22,67,20241219,2024-12-19,3038,1399,46.0,4.5,23400,10772.300000000001,4473
9523,136,3,19,67,20241221,2024-12-21,2649,2045,77.2,4.4,20400,15746.5,1460
9524,136,3,17,67,20241221,2024-12-21,2805,1835,65.4,3.1,21600,14129.5,3672
9525,136,3,22,67,20241221,2024-12-21,3038,2005,66.0,2.9,23400,15438.5,3180
9526,136,3,19,67,20241222,2024-12-22,2649,952,35.9,5.4,20400,7330.400000000001,1543
9527,136,3,17,67,20241222,2024-12-22,2805,1181,42.1,6.0,21600,9093.7,3000
9528,136,3,22,67,20241222,2024-12-22,3038,138,35.0,5.9,23400,1062.6000000000001,2398
9529,136,3,19,67,20241223,2024-12-23,2649,1298,49.0,2.4,20400,9994.6,2860
9530,136,3,17,67,20241223,2024-12-23,2805,1423,50.7,3.6,21600,10957.1,2618
9531,136,3,22,67,20241223,2024-12-23,3038,1156,38.0,5.3,23400,8901.2,4354
9532,136,3,19,67,20241224,2024-12-24,2649,1655,62.5,5.7,20400,12743.5,3726
9533,136,3,17,67,20241224,2024-12-24,2805,883,35.0,4.4,21600,6799.1,4255
9534,136,3,22,67,20241224,2024-12-24,3038,943,35.0,4.3,23400,7261.1,3676
9535,136,3,19,67,20241225,2024-12-25,2649,606,35.0,7.0,20400,4666.2,1645
9536,136,3,17,67,20241225,2024-12-25,2805,1209,43.1,3.6,21600,9309.300000000001,4271
9537,136,3,22,67,20241225,2024-12-25,3038,901,35.0,5.5,23400,6937.7,4270
9538,136,3,19,67,20241226,2024-12-26,2649,1353,51.1,3.5,20400,10418.1,2167
9539,136,3,17,67,20241226,2024-12-26,2805,1991,71.0,2.6,21600,15330.7,2386
9540,136,3,22,67,20241226,2024-12-26,3038,1718,56.5,3.7,23400,13228.6,4116
9541,137,1,8,46,20221122,2022-11-22,848,2477,95.0,6.2,16800,49044.6,1528
9542,137,1,8,46,20221123,2022-11-23,848,1824,95.0,3.3,16800,36115.200000000004,2642
9543,137,1,8,46,20221124,2022-11-24,848,3024,95.0,4.4,16800,59875.200000000004,3273
9544,137,1,8,46,20221126,2022-11-26,848,1897,95.0,4.5,16800,37560.6,1589
9545,137,1,8,46,20221127,2022-11-27,848,3786,95.0,6.5,16800,74962.8,1803
9546,137,1,8,46,20221128,2022-11-28,848,2110,95.0,7.3,16800,41778.0,1950
9547,137,1,8,46,20221129,2022-11-29,848,2547,95.0,3.3,16800,50430.6,1246
9548,137,1,8,46,20221130,2022-11-30,848,1842,95.0,3.9,16800,36471.6,3122
9549,137,1,8,46,20221201,2022-12-01,848,2303,95.0,1.0,16800,45599.4,1160
9550,137,1,8,46,20221203,2022-12-03,848,2579,95.0,3.5,16800,51064.200000000004,2610
9551,137,1,8,46,20221204,2022-12-04,848,2296,95.0,5.1,16800,45460.8,3229
9552,137,1,8,46,20221205,2022-12-05,848,1757,95.0,5.5,16800,34788.6,2467
9553,137,1,8,46,20221206,2022-12-06,848,2453,95.0,6.0,16800,48569.4,2355
9554,137,1,8,46,20221207,2022-12-07,848,1979,95.0,7.6,16800,39184.200000000004,3030
9555,137,1,8,46,20221208,2022-12-08,848,3135,95.0,5.6,16800,62073.0,2262
9556,137,1,8,46,20221210,2022-12-10,848,674,79.4,2.7,16800,13345.2,1193
9557,137,1,8,46,20221211,2022-12-11,848,1866,95.0,5.5,16800,36946.8,2612
9558,137,1,8,46,20221212,2022-12-12,848,1585,95.0,5.5,16800,31383.0,2082
9559,137,1,8,46,20221213,2022-12-13,848,2293,95.0,5.6,16800,45401.4,3211
9560,137,1,8,46,20221214,2022-12-14,848,2825,95.0,3.0,16800,55935.0,2758
9561,137,1,8,46,20221215,2022-12-15,848,2448,95.0,2.5,16800,48470.4,1662
9562,137,1,8,46,20221217,2022-12-17,848,1679,95.0,4.2,16800,33244.200000000004,2111
9563,137,1,8,46,20221218,2022-12-18,848,2896,95.0,4.5,16800,57340.8,1987
9564,137,1,8,46,20221219,2022-12-19,848,2745,95.0,4.2,16800,54351.0,1316
9565,137,1,8,46,20221220,2022-12-20,848,1880,95.0,3.8,16800,37224.0,1165
9566,137,1,8,46,20221221,2022-12-21,848,1546,95.0,5.3,16800,30610.800000000003,2888
9567,137,1,8,46,20221222,2022-12-22,848,2902,95.0,2.7,16800,57459.6,2395
9568,137,1,8,46,20221224,2022-12-24,848,1743,95.0,5.3,16800,34511.4,1491
9569,137,1,8,46,20221225,2022-12-25,848,2321,95.0,3.7,16800,45955.8,1986
9570,137,1,8,46,20221226,2022-12-26,848,2888,95.0,4.9,16800,57182.4,2917
9571,137,1,8,46,20221227,2022-12-27,848,2660,95.0,5.1,16800,52668.0,2766
9572,137,1,8,46,20221228,2022-12-28,848,2993,95.0,4.2,16800,59261.4,1365
9573,137,1,8,46,20221229,2022-12-29,848,3239,95.0,3.4,16800,64132.200000000004,2387
9574,137,1,8,46,20221231,2022-12-31,848,1288,95.0,3.1,16800,25502.4,1091
9575,137,1,8,46,20230101,2023-01-01,848,1739,95.0,4.8,16800,34432.200000000004,1336
9576,137,1,8,46,20230102,2023-01-02,848,1258,95.0,7.4,16800,24908.4,1532
9577,137,1,8,46,20230103,2023-01-03,848,1960,95.0,4.1,16800,38808.0,1910
9578,137,1,8,46,20230104,2023-01-04,848,2687,95.0,5.2,16800,53202.6,2485
9579,137,1,8,46,20230105,2023-01-05,848,2113,95.0,4.2,16800,41837.4,1748
9580,137,1,8,46,20230107,2023-01-07,848,2271,95.0,3.2,16800,44965.8,1942
9581,137,1,8,46,20230108,2023-01-08,848,2164,95.0,3.7,16800,42847.200000000004,1825
9582,137,1,8,46,20230109,2023-01-09,848,2048,95.0,5.2,16800,40550.4,2905
9583,137,1,8,46,20230110,2023-01-10,848,1994,95.0,4.4,16800,39481.200000000004,2025
9584,137,1,8,46,20230111,2023-01-11,848,3142,95.0,4.2,16800,62211.600000000006,1879
9585,137,1,8,46,20230112,2023-01-12,848,2405,95.0,6.1,16800,47619.0,1777
9586,137,1,8,46,20230114,2023-01-14,848,2600,95.0,4.3,16800,51480.0,1825
