KnittingID,FactoryID,MachineID,DateKey,Date,RPM,EfficiencyPct,RunHours,ProductionKG,MajorFault,StopMinutes
371,1,KM-040,20250330,2025-03-30,652,87.2,8,78,Barré,11
372,1,KM-011,20240613,2024-06-13,660,88.5,22,217,Oil Spot,15
373,1,KM-047,20250323,2025-03-23,749,84.1,20,224,Barré,36
374,1,KM-047,20220601,2022-06-01,650,69.2,13,126,Oil Spot,57
375,1,KM-009,20240511,2024-05-11,662,87.9,15,148,Uneven Loop,54
376,1,KM-050,20250920,2025-09-20,603,71.6,20,180,Uneven Loop,26
377,1,KM-019,20250515,2025-05-15,858,69.6,12,154,Oil Spot,50
378,1,KM-049,20240626,2024-06-26,812,74.7,18,219,Needle Mark,14
379,1,KM-049,20221231,2022-12-31,871,76.4,11,143,Needle Mark,56
380,1,KM-028,20230113,2023-01-13,811,89.8,22,267,Uneven Loop,59
381,1,KM-034,20240206,2024-02-06,785,90.5,15,176,Needle Mark,54
382,1,KM-001,20240429,2024-04-29,864,90.5,9,116,Oil Spot,25
383,1,KM-026,20250416,2025-04-16,684,76.7,14,143,Hole,47
384,1,KM-042,20240125,2024-01-25,677,89.4,8,81,Slub,50
385,1,KM-043,20241127,2024-11-27,866,91.3,14,181,Uneven Loop,48
386,1,KM-045,20240823,2024-08-23,883,88.6,19,251,Slub,25
387,1,KM-023,20250915,2025-09-15,604,87.3,22,199,Barré,44
388,1,KM-010,20241028,2024-10-28,806,77.0,11,132,Barré,44
389,1,KM-040,20230211,2023-02-11,826,83.8,22,272,Slub,30
390,1,KM-050,20230321,2023-03-21,701,88.8,9,94,Hole,39
391,1,KM-022,20221230,2022-12-30,799,84.6,19,227,Needle Mark,38
392,1,KM-035,20251109,2025-11-09,745,70.8,16,178,Barré,24
393,1,KM-034,20240929,2024-09-29,774,85.4,10,116,Hole,6
394,1,KM-035,20220311,2022-03-11,732,71.5,20,219,Oil Spot,51
395,1,KM-028,20230203,2023-02-03,858,68.0,8,102,Oil Spot,21
396,1,KM-041,20251114,2025-11-14,859,74.6,8,103,Slub,12
397,1,KM-029,20250120,2025-01-20,752,80.5,8,90,Uneven Loop,26
398,1,KM-016,20240116,2024-01-16,897,80.3,22,296,Slub,47
399,1,KM-035,20230425,2023-04-25,719,74.5,12,129,Slub,55
400,1,KM-046,20240705,2024-07-05,893,83.2,19,254,Uneven Loop,38
401,1,KM-048,20221224,2022-12-24,726,67.8,16,174,Barré,17
402,1,KM-050,20230301,2023-03-01,784,77.3,10,117,Slub,32
403,1,KM-027,20220709,2022-07-09,641,67.5,14,134,Needle Mark,35
404,1,KM-014,20240206,2024-02-06,828,67.1,18,223,Barré,30
405,1,KM-038,20220422,2022-04-22,886,79.0,14,186,Oil Spot,42
406,1,KM-032,20231208,2023-12-08,816,91.9,19,232,Uneven Loop,51
407,1,KM-027,20220407,2022-04-07,683,68.9,10,102,Uneven Loop,50
408,1,KM-030,20240210,2024-02-10,666,91.1,16,159,Barré,12
409,1,KM-045,20240911,2024-09-11,708,77.3,8,84,Slub,15
410,1,KM-036,20220118,2022-01-18,789,89.9,9,106,Barré,59
411,1,KM-027,20220725,2022-07-25,656,68.3,17,167,Oil Spot,7
412,1,KM-034,20250311,2025-03-11,678,68.2,12,122,Oil Spot,24
413,1,KM-019,20220504,2022-05-04,848,65.8,10,127,Needle Mark,55
414,1,KM-038,20250429,2025-04-29,815,66.3,22,268,Oil Spot,23
415,1,KM-014,20230929,2023-09-29,693,87.1,15,155,Hole,12
416,1,KM-036,20240818,2024-08-18,778,66.8,8,93,Uneven Loop,35
417,1,KM-037,20240112,2024-01-12,758,80.3,22,250,Oil Spot,55
418,1,KM-025,20230112,2023-01-12,843,87.5,21,265,Barré,13
419,1,KM-049,20220627,2022-06-27,670,78.6,15,150,Uneven Loop,47
420,1,KM-029,20250131,2025-01-31,676,88.4,13,131,Hole,56
421,1,KM-040,20230629,2023-06-29,809,75.5,22,266,Uneven Loop,26
422,1,KM-035,20240107,2024-01-07,623,90.9,22,205,Uneven Loop,52
423,1,KM-018,20240924,2024-09-24,645,88.4,19,183,Hole,41
424,1,KM-041,20220727,2022-07-27,758,80.1,9,102,Slub,40
425,1,KM-006,20251010,2025-10-10,698,90.8,16,167,Barré,53
426,1,KM-004,20220527,2022-05-27,891,79.1,20,267,Uneven Loop,37
427,1,KM-002,20250729,2025-07-29,661,82.8,16,158,Needle Mark,6
428,1,KM-018,20231222,2023-12-22,705,71.6,19,200,Barré,33
429,1,KM-006,20250104,2025-01-04,873,81.4,14,183,Barré,7
430,1,KM-032,20250608,2025-06-08,611,74.2,10,91,Uneven Loop,6
431,1,KM-034,20231214,2023-12-14,762,75.3,9,102,Hole,11
432,1,KM-035,20241109,2024-11-09,686,72.7,10,102,Oil Spot,54
433,1,KM-006,20221225,2022-12-25,678,73.3,14,142,Slub,15
434,1,KM-004,20220924,2022-09-24,766,69.9,19,218,Hole,24
435,1,KM-025,20220827,2022-08-27,650,73.6,14,136,Oil Spot,21
436,1,KM-025,20230801,2023-08-01,661,66.4,11,109,Barré,42
437,1,KM-016,20221005,2022-10-05,852,78.7,16,204,Uneven Loop,12
438,1,KM-018,20240405,2024-04-05,631,73.6,16,151,Uneven Loop,9
439,1,KM-031,20240302,2024-03-02,614,76.0,11,101,Hole,22
440,1,KM-036,20230524,2023-05-24,900,83.2,11,148,Barré,46
441,1,KM-009,20250215,2025-02-15,755,80.3,15,169,Hole,59
442,1,KM-041,20230426,2023-04-26,856,70.5,10,128,Oil Spot,39
443,1,KM-011,20240809,2024-08-09,725,79.5,14,152,Barré,33
444,1,KM-003,20220501,2022-05-01,600,86.9,21,189,Barré,23
445,1,KM-042,20240726,2024-07-26,685,65.0,22,226,Uneven Loop,22
446,1,KM-039,20241108,2024-11-08,728,87.7,14,152,Oil Spot,58
447,1,KM-041,20241011,2024-10-11,708,80.8,16,169,Oil Spot,7
448,1,KM-011,20231101,2023-11-01,873,80.2,12,157,Hole,30
449,1,KM-045,20251027,2025-10-27,662,87.4,19,188,Barré,22
450,1,KM-028,20221123,2022-11-23,707,81.5,20,212,Oil Spot,48
451,1,KM-022,20221013,2022-10-13,733,91.5,19,208,Uneven Loop,22
452,1,KM-016,20221216,2022-12-16,764,74.2,15,171,Barré,26
453,1,KM-002,20230709,2023-07-09,668,82.5,8,80,Barré,35
454,1,KM-001,20250301,2025-03-01,604,83.2,14,126,Barré,49
455,1,KM-046,20250818,2025-08-18,850,85.6,16,204,Hole,55
456,1,KM-042,20230315,2023-03-15,639,79.5,22,210,Slub,33
457,1,KM-044,20230203,2023-02-03,663,74.5,21,208,Uneven Loop,57
458,1,KM-039,20231023,2023-10-23,783,75.4,21,246,Slub,5
459,1,KM-008,20240819,2024-08-19,836,75.0,11,137,Uneven Loop,5
460,1,KM-015,20230916,2023-09-16,610,85.5,18,164,Slub,27
461,1,KM-013,20231220,2023-12-20,646,87.0,18,174,Oil Spot,56
462,1,KM-046,20240515,2024-05-15,713,71.3,15,160,Oil Spot,7
463,1,KM-018,20251109,2025-11-09,852,89.4,19,242,Barré,18
464,1,KM-001,20230301,2023-03-01,700,91.6,18,189,Uneven Loop,12
465,1,KM-018,20240919,2024-09-19,891,78.5,10,133,Barré,17
466,1,KM-043,20230819,2023-08-19,889,83.1,17,226,Barré,16
467,1,KM-005,20240506,2024-05-06,665,85.1,10,99,Oil Spot,41
468,1,KM-015,20221226,2022-12-26,867,84.7,12,156,Needle Mark,59
469,1,KM-044,20250629,2025-06-29,611,91.8,19,174,Slub,39
470,1,KM-040,20240312,2024-03-12,729,83.4,22,240,Uneven Loop,5
471,1,KM-028,20230903,2023-09-03,626,88.1,13,122,Uneven Loop,59
472,1,KM-027,20241128,2024-11-28,740,68.3,16,177,Uneven Loop,36
473,1,KM-024,20231107,2023-11-07,864,85.5,22,285,Slub,19
474,1,KM-004,20231130,2023-11-30,742,89.8,16,178,Uneven Loop,25
475,1,KM-001,20230823,2023-08-23,800,70.3,9,108,Barré,56
476,1,KM-002,20230517,2023-05-17,715,91.4,14,150,Hole,20
477,1,KM-013,20240628,2024-06-28,684,73.9,9,92,Slub,45
478,1,KM-007,20250320,2025-03-20,614,78.0,20,184,Hole,42
479,1,KM-041,20250807,2025-08-07,771,87.7,11,127,Hole,35
480,1,KM-016,20230622,2023-06-22,774,87.5,21,243,Oil Spot,38
481,1,KM-016,20221228,2022-12-28,637,85.9,17,162,Uneven Loop,53
482,1,KM-007,20250607,2025-06-07,828,80.6,9,111,Hole,7
483,1,KM-025,20230716,2023-07-16,760,89.0,19,216,Hole,55
484,1,KM-009,20250927,2025-09-27,631,89.8,15,141,Hole,24
485,1,KM-040,20240121,2024-01-21,821,66.8,18,221,Hole,40
486,1,KM-004,20250801,2025-08-01,750,87.9,14,157,Hole,44
487,1,KM-049,20220728,2022-07-28,810,71.3,17,206,Slub,44
488,1,KM-001,20220921,2022-09-21,832,75.4,20,249,Uneven Loop,44
489,1,KM-040,20240627,2024-06-27,651,74.2,18,175,Hole,34
490,1,KM-034,20250722,2025-07-22,768,80.9,9,103,Hole,5
491,1,KM-039,20230908,2023-09-08,634,81.0,21,199,Needle Mark,41
492,1,KM-009,20221029,2022-10-29,860,71.9,14,180,Uneven Loop,51
493,1,KM-040,20220415,2022-04-15,827,70.0,10,124,Hole,8
494,1,KM-009,20220112,2022-01-12,759,80.8,16,182,Slub,53
495,1,KM-023,20240529,2024-05-29,759,80.8,16,182,Needle Mark,14
496,1,KM-031,20220925,2022-09-25,758,81.3,12,136,Oil Spot,5
497,1,KM-034,20220521,2022-05-21,900,82.8,10,135,Hole,20
498,1,KM-033,20240622,2024-06-22,886,88.2,14,186,Oil Spot,17
499,1,KM-013,20220911,2022-09-11,703,86.2,13,137,Needle Mark,47
500,1,KM-031,20240606,2024-06-06,839,81.2,13,163,Barré,41
501,1,KM-022,20220717,2022-07-17,753,76.3,10,112,Hole,34
502,1,KM-003,20221011,2022-10-11,853,70.9,8,102,Slub,19
503,1,KM-045,20240416,2024-04-16,717,77.6,11,118,Needle Mark,35
504,1,KM-048,20241213,2024-12-13,769,86.8,14,161,Needle Mark,30
505,1,KM-012,20231023,2023-10-23,603,74.8,9,81,Oil Spot,6
506,1,KM-036,20250120,2025-01-20,658,68.8,15,148,Needle Mark,45
507,1,KM-038,20230325,2023-03-25,784,66.2,8,94,Needle Mark,17
508,1,KM-019,20230530,2023-05-30,689,70.9,12,124,Slub,16
509,1,KM-022,20220919,2022-09-19,883,71.6,11,145,Hole,16
510,1,KM-017,20250720,2025-07-20,651,65.6,18,175,Needle Mark,29
511,1,KM-042,20250313,2025-03-13,656,74.1,11,108,Oil Spot,34
512,1,KM-016,20240208,2024-02-08,789,86.9,18,213,Needle Mark,38
513,1,KM-040,20250605,2025-06-05,822,88.7,9,110,Hole,14
514,1,KM-009,20230329,2023-03-29,697,70.2,14,146,Slub,28
515,1,KM-021,20241107,2024-11-07,819,91.4,11,135,Hole,53
516,1,KM-040,20230115,2023-01-15,900,70.1,16,216,Oil Spot,55
517,1,KM-010,20231104,2023-11-04,767,71.7,18,207,Oil Spot,60
518,1,KM-009,20241231,2024-12-31,860,91.1,22,283,Uneven Loop,18
519,1,KM-047,20220209,2022-02-09,641,86.2,20,192,Slub,44
520,1,KM-005,20230619,2023-06-19,685,78.7,20,205,Slub,53
521,1,KM-033,20250409,2025-04-09,791,78.5,15,177,Needle Mark,25
522,1,KM-046,20230821,2023-08-21,791,79.2,15,177,Slub,36
523,1,KM-031,20250701,2025-07-01,737,80.7,18,198,Barré,46
524,1,KM-003,20251127,2025-11-27,706,70.9,11,116,Uneven Loop,60
525,1,KM-016,20240821,2024-08-21,802,70.9,14,168,Uneven Loop,41
526,1,KM-011,20240325,2024-03-25,791,71.9,9,106,Needle Mark,53
527,1,KM-006,20250128,2025-01-28,751,77.0,13,146,Needle Mark,42
528,1,KM-003,20231104,2023-11-04,838,78.8,13,163,Uneven Loop,33
529,1,KM-030,20230213,2023-02-13,821,76.0,20,246,Uneven Loop,25
530,1,KM-018,20221001,2022-10-01,795,65.7,15,178,Needle Mark,21
531,1,KM-042,20231024,2023-10-24,638,74.7,9,86,Oil Spot,58
532,1,KM-033,20220406,2022-04-06,862,79.8,9,116,Oil Spot,19
533,1,KM-007,20251125,2025-11-25,660,66.9,8,79,Barré,17
534,1,KM-022,20220919,2022-09-19,700,83.2,12,126,Oil Spot,52
535,1,KM-050,20231031,2023-10-31,740,70.1,17,188,Needle Mark,59
536,1,KM-049,20220314,2022-03-14,878,89.6,8,105,Oil Spot,23
537,1,KM-023,20241212,2024-12-12,806,90.5,21,253,Barré,53
538,1,KM-042,20231213,2023-12-13,606,77.7,16,145,Needle Mark,60
539,1,KM-026,20220123,2022-01-23,716,71.1,19,204,Needle Mark,35
540,1,KM-015,20220204,2022-02-04,864,80.8,16,207,Uneven Loop,51
541,1,KM-030,20220808,2022-08-08,774,86.4,13,150,Needle Mark,32
542,1,KM-050,20250525,2025-05-25,813,70.7,15,182,Barré,6
543,1,KM-024,20240428,2024-04-28,671,80.6,10,100,Oil Spot,52
544,1,KM-001,20220914,2022-09-14,855,86.9,21,269,Oil Spot,26
545,1,KM-015,20240806,2024-08-06,814,76.5,20,244,Uneven Loop,53
546,1,KM-050,20230713,2023-07-13,875,73.1,17,223,Hole,41
547,1,KM-003,20231129,2023-11-29,671,69.1,13,130,Barré,45
548,1,KM-039,20230816,2023-08-16,893,88.4,14,187,Needle Mark,30
549,1,KM-005,20220923,2022-09-23,873,75.4,15,196,Hole,26
550,1,KM-037,20240312,2024-03-12,831,82.3,12,149,Hole,15
551,1,KM-007,20251101,2025-11-01,883,69.8,21,278,Slub,43
552,1,KM-032,20230519,2023-05-19,613,70.0,9,82,Uneven Loop,23
553,1,KM-014,20220127,2022-01-27,719,72.9,16,172,Hole,34
554,1,KM-004,20250725,2025-07-25,788,79.0,10,118,Oil Spot,60
555,1,KM-027,20240831,2024-08-31,800,69.2,9,108,Needle Mark,39
556,1,KM-027,20231216,2023-12-16,844,85.1,14,177,Needle Mark,13
557,1,KM-014,20241231,2024-12-31,758,76.7,19,216,Slub,35
558,1,KM-011,20241102,2024-11-02,894,90.4,17,227,Needle Mark,37
559,1,KM-046,20230419,2023-04-19,834,72.4,8,100,Needle Mark,33
560,1,KM-005,20241218,2024-12-18,804,81.3,11,132,Barré,26
561,1,KM-037,20250412,2025-04-12,851,77.4,17,217,Hole,52
562,1,KM-006,20220627,2022-06-27,747,82.5,22,246,Uneven Loop,27
563,1,KM-045,20240310,2024-03-10,752,75.6,21,236,Needle Mark,31
564,1,KM-016,20230217,2023-02-17,691,89.3,19,196,Uneven Loop,34
565,1,KM-025,20220721,2022-07-21,693,83.9,9,93,Uneven Loop,49
566,1,KM-003,20230522,2023-05-22,722,88.9,10,108,Oil Spot,45
567,1,KM-035,20250407,2025-04-07,749,83.0,9,101,Slub,51
568,1,KM-047,20240517,2024-05-17,711,89.5,14,149,Barré,12
569,1,KM-024,20241210,2024-12-10,639,85.4,16,153,Oil Spot,31
570,1,KM-029,20250114,2025-01-14,684,71.8,16,164,Hole,34
571,1,KM-002,20240209,2024-02-09,637,82.2,18,171,Slub,34
572,1,KM-025,20250905,2025-09-05,775,85.1,21,244,Needle Mark,30
573,1,KM-003,20231119,2023-11-19,605,71.8,19,172,Needle Mark,25
574,1,KM-043,20240508,2024-05-08,837,78.1,9,112,Hole,40
575,1,KM-043,20240716,2024-07-16,724,84.3,15,162,Needle Mark,35
576,1,KM-018,20240730,2024-07-30,682,69.6,8,81,Barré,11
577,1,KM-012,20220307,2022-03-07,750,68.4,19,213,Uneven Loop,15
578,1,KM-005,20250205,2025-02-05,605,83.3,10,90,Uneven Loop,27
579,1,KM-012,20240607,2024-06-07,710,84.3,22,234,Slub,39
580,1,KM-014,20250602,2025-06-02,826,83.8,21,260,Slub,56
581,1,KM-034,20250924,2025-09-24,652,75.5,12,117,Uneven Loop,8
582,1,KM-039,20250924,2025-09-24,602,66.3,14,126,Needle Mark,20
583,1,KM-024,20250321,2025-03-21,722,70.4,8,86,Uneven Loop,6
584,1,KM-001,20241228,2024-12-28,772,87.2,18,208,Slub,9
585,1,KM-015,20230120,2023-01-20,649,86.5,21,204,Slub,15
586,1,KM-047,20240110,2024-01-10,685,66.2,16,164,Hole,57
587,1,KM-021,20220826,2022-08-26,765,80.2,11,126,Barré,18
588,1,KM-035,20250926,2025-09-26,802,90.4,9,108,Needle Mark,18
589,1,KM-007,20250525,2025-05-25,782,73.7,8,93,Uneven Loop,46
590,1,KM-021,20221215,2022-12-15,606,75.5,15,136,Needle Mark,9
591,1,KM-043,20241004,2024-10-04,742,82.5,13,144,Hole,9
592,1,KM-014,20230516,2023-05-16,810,73.1,17,206,Uneven Loop,11
593,1,KM-046,20230828,2023-08-28,874,86.4,22,288,Barré,15
594,1,KM-017,20230515,2023-05-15,648,81.2,18,174,Slub,29
595,1,KM-044,20230207,2023-02-07,668,74.0,18,180,Slub,25
596,1,KM-043,20240212,2024-02-12,846,66.8,8,101,Barré,42
597,1,KM-029,20220801,2022-08-01,795,78.8,19,226,Needle Mark,37
598,1,KM-038,20240117,2024-01-17,606,71.3,17,154,Hole,24
599,1,KM-016,20230301,2023-03-01,819,85.4,17,208,Hole,8
600,1,KM-009,20220823,2022-08-23,791,78.5,11,130,Needle Mark,29
601,1,KM-014,20220705,2022-07-05,619,71.4,19,176,Barré,33
602,1,KM-048,20230326,2023-03-26,768,68.6,13,149,Slub,55
603,1,KM-049,20241218,2024-12-18,620,79.1,14,130,Slub,57
604,1,KM-019,20220404,2022-04-04,612,71.2,19,174,Oil Spot,26
605,1,KM-016,20220606,2022-06-06,705,79.6,22,232,Slub,20
606,1,KM-044,20241122,2024-11-22,713,81.4,14,149,Barré,25
607,1,KM-012,20240611,2024-06-11,826,82.0,9,111,Uneven Loop,9
608,1,KM-013,20241112,2024-11-12,626,82.1,10,93,Needle Mark,13
609,1,KM-006,20230901,2023-09-01,688,81.0,21,216,Needle Mark,20
610,1,KM-033,20221124,2022-11-24,640,76.5,15,144,Oil Spot,15
611,1,KM-047,20230520,2023-05-20,701,71.6,10,105,Barré,20
612,1,KM-020,20230705,2023-07-05,746,80.6,18,201,Needle Mark,22
613,1,KM-031,20241106,2024-11-06,640,90.7,13,124,Uneven Loop,29
614,1,KM-011,20231008,2023-10-08,841,76.9,16,201,Barré,52
615,1,KM-028,20250822,2025-08-22,679,87.1,20,203,Uneven Loop,6
616,1,KM-049,20220316,2022-03-16,795,76.5,9,107,Oil Spot,43
617,1,KM-035,20241104,2024-11-04,678,79.9,10,101,Oil Spot,29
618,1,KM-030,20250314,2025-03-14,756,77.2,14,158,Barré,43
619,1,KM-031,20220405,2022-04-05,636,74.0,19,181,Uneven Loop,17
620,1,KM-010,20231218,2023-12-18,697,65.1,21,219,Barré,51
621,1,KM-047,20240223,2024-02-23,791,78.3,22,261,Uneven Loop,30
622,1,KM-048,20240803,2024-08-03,791,75.4,12,142,Slub,42
623,1,KM-005,20230403,2023-04-03,809,88.9,22,266,Hole,29
624,1,KM-037,20220914,2022-09-14,683,70.2,14,143,Oil Spot,54
625,1,KM-049,20240801,2024-08-01,778,78.8,15,175,Slub,49
626,1,KM-024,20231006,2023-10-06,629,82.6,22,207,Uneven Loop,52
627,1,KM-016,20250606,2025-06-06,724,77.9,22,238,Oil Spot,45
628,1,KM-046,20220825,2022-08-25,614,83.8,18,165,Needle Mark,21
629,1,KM-039,20251116,2025-11-16,833,90.5,10,124,Oil Spot,20
630,1,KM-039,20240421,2024-04-21,896,90.7,21,282,Needle Mark,5
631,1,KM-008,20230420,2023-04-20,647,82.4,22,213,Uneven Loop,30
632,1,KM-046,20240918,2024-09-18,900,91.3,9,121,Barré,17
633,1,KM-028,20220810,2022-08-10,684,87.4,12,123,Slub,24
634,1,KM-033,20241229,2024-12-29,872,82.8,14,183,Barré,24
635,1,KM-047,20251105,2025-11-05,810,85.3,22,267,Slub,60
636,1,KM-006,20230423,2023-04-23,655,82.2,20,196,Oil Spot,57
637,1,KM-010,20240331,2024-03-31,737,85.2,22,243,Slub,30
638,1,KM-045,20231127,2023-11-27,757,65.2,10,113,Uneven Loop,5
639,1,KM-007,20230703,2023-07-03,635,85.9,14,133,Barré,31
640,1,KM-042,20230408,2023-04-08,747,84.8,10,112,Needle Mark,28
641,1,KM-012,20230322,2023-03-22,668,70.3,10,100,Barré,12
642,1,KM-029,20230202,2023-02-02,890,87.0,10,133,Needle Mark,8
643,1,KM-048,20220112,2022-01-12,693,86.8,11,114,Oil Spot,60
644,1,KM-027,20250706,2025-07-06,825,81.9,17,210,Hole,60
645,1,KM-041,20221114,2022-11-14,685,67.2,9,92,Uneven Loop,12
646,1,KM-018,20231030,2023-10-30,632,74.2,17,161,Needle Mark,35
647,1,KM-032,20251023,2025-10-23,651,65.3,12,117,Hole,47
648,1,KM-038,20220309,2022-03-09,621,67.6,16,149,Hole,29
649,1,KM-039,20251028,2025-10-28,866,91.6,20,259,Oil Spot,36
650,1,KM-031,20240504,2024-05-04,772,81.3,13,150,Oil Spot,48
651,1,KM-022,20241015,2024-10-15,761,87.1,13,148,Slub,30
652,1,KM-025,20231130,2023-11-30,629,91.3,21,198,Oil Spot,56
653,1,KM-007,20220807,2022-08-07,601,77.3,19,171,Uneven Loop,51
654,1,KM-009,20240909,2024-09-09,613,81.3,21,193,Barré,22
655,1,KM-045,20241020,2024-10-20,727,74.9,17,185,Slub,47
656,1,KM-031,20240126,2024-01-26,863,76.2,11,142,Hole,45
657,1,KM-021,20230506,2023-05-06,608,82.1,21,191,Hole,56
658,1,KM-048,20220403,2022-04-03,766,83.3,11,126,Barré,36
659,1,KM-026,20230210,2023-02-10,641,74.4,22,211,Uneven Loop,47
660,1,KM-045,20250520,2025-05-20,651,84.8,12,117,Barré,17
661,1,KM-046,20220720,2022-07-20,673,88.5,22,222,Barré,55
662,1,KM-046,20250415,2025-04-15,858,65.9,15,193,Hole,24
663,1,KM-044,20230910,2023-09-10,880,91.7,15,198,Needle Mark,33
664,1,KM-008,20250303,2025-03-03,846,82.9,11,139,Needle Mark,18
665,1,KM-011,20230513,2023-05-13,645,67.8,19,183,Hole,15
666,1,KM-021,20221112,2022-11-12,796,85.7,11,131,Slub,21
667,1,KM-043,20250707,2025-07-07,843,90.7,18,227,Hole,47
668,1,KM-009,20240121,2024-01-21,873,82.1,15,196,Hole,55
669,1,KM-045,20231230,2023-12-30,770,88.5,22,254,Barré,54
670,1,KM-039,20230614,2023-06-14,633,82.4,14,132,Slub,52
671,1,KM-048,20230508,2023-05-08,795,82.7,20,238,Barré,59
672,1,KM-028,20240302,2024-03-02,719,71.0,9,97,Oil Spot,10
673,1,KM-008,20250510,2025-05-10,645,74.2,17,164,Needle Mark,52
674,1,KM-008,20250916,2025-09-16,893,74.9,21,281,Oil Spot,29
675,1,KM-037,20250329,2025-03-29,600,73.4,17,153,Barré,17
676,1,KM-025,20240106,2024-01-06,816,73.6,13,159,Slub,55
677,1,KM-009,20221007,2022-10-07,866,82.9,17,220,Needle Mark,11
678,1,KM-026,20250924,2025-09-24,604,79.5,15,135,Oil Spot,14
679,1,KM-019,20231220,2023-12-20,712,78.5,15,160,Needle Mark,43
680,1,KM-019,20250114,2025-01-14,674,85.2,21,212,Slub,7
681,1,KM-039,20230325,2023-03-25,763,73.3,19,217,Hole,22
682,1,KM-046,20250310,2025-03-10,893,77.9,21,281,Needle Mark,36
683,1,KM-019,20230823,2023-08-23,792,66.6,20,237,Oil Spot,14
684,1,KM-046,20230530,2023-05-30,707,87.9,22,233,Needle Mark,49
685,1,KM-048,20220527,2022-05-27,626,89.9,20,187,Needle Mark,59
686,1,KM-032,20250616,2025-06-16,800,73.1,21,252,Slub,59
687,1,KM-011,20230215,2023-02-15,611,79.8,13,119,Uneven Loop,48
688,1,KM-031,20250909,2025-09-09,778,85.5,14,163,Hole,38
689,1,KM-047,20240405,2024-04-05,744,72.6,22,245,Needle Mark,49
690,1,KM-036,20220423,2022-04-23,801,67.6,13,156,Barré,60
691,1,KM-004,20230707,2023-07-07,755,77.4,10,113,Barré,13
692,1,KM-029,20221024,2022-10-24,847,72.9,10,127,Needle Mark,18
693,1,KM-048,20250704,2025-07-04,700,84.9,8,84,Oil Spot,51
694,1,KM-037,20250717,2025-07-17,652,83.3,21,205,Needle Mark,29
695,1,KM-028,20230820,2023-08-20,686,90.0,9,92,Oil Spot,35
696,1,KM-012,20220930,2022-09-30,626,68.2,16,150,Slub,26
697,1,KM-038,20250130,2025-01-30,822,91.2,18,221,Slub,30
698,1,KM-016,20251018,2025-10-18,617,68.2,14,129,Uneven Loop,24
699,1,KM-045,20250713,2025-07-13,688,82.6,14,144,Slub,55
700,1,KM-043,20230205,2023-02-05,645,86.0,21,203,Slub,29
701,1,KM-018,20250528,2025-05-28,827,74.9,9,111,Hole,10
702,1,KM-008,20220425,2022-04-25,850,82.3,22,280,Barré,19
703,1,KM-002,20241017,2024-10-17,900,80.5,17,229,Uneven Loop,22
704,1,KM-045,20250122,2025-01-22,648,86.4,10,97,Uneven Loop,35
705,1,KM-042,20250705,2025-07-05,822,73.1,10,123,Hole,25
706,1,KM-005,20230610,2023-06-10,875,70.0,21,275,Slub,6
707,1,KM-026,20220202,2022-02-02,884,87.1,20,265,Barré,36
708,1,KM-005,20240419,2024-04-19,865,87.6,16,207,Slub,57
709,1,KM-042,20240117,2024-01-17,663,85.3,11,109,Slub,12
710,1,KM-012,20220224,2022-02-24,692,65.1,15,155,Oil Spot,12
711,1,KM-003,20221128,2022-11-28,665,80.5,18,179,Needle Mark,10
712,1,KM-036,20220918,2022-09-18,731,88.0,8,87,Hole,12
713,1,KM-033,20220321,2022-03-21,752,74.8,16,180,Needle Mark,32
714,1,KM-043,20231025,2023-10-25,600,71.7,8,72,Barré,55
715,1,KM-019,20250928,2025-09-28,873,77.0,17,222,Uneven Loop,49
716,1,KM-021,20250104,2025-01-04,867,89.6,13,169,Barré,39
717,1,KM-033,20221201,2022-12-01,707,83.6,18,190,Hole,20
718,1,KM-003,20230724,2023-07-24,696,68.8,21,219,Needle Mark,13
719,1,KM-039,20250522,2025-05-22,882,70.8,13,171,Oil Spot,13
720,1,KM-047,20220320,2022-03-20,816,67.0,12,146,Oil Spot,29
721,1,KM-042,20230419,2023-04-19,683,75.8,9,92,Oil Spot,48
722,1,KM-028,20230929,2023-09-29,673,79.5,9,90,Slub,51
723,1,KM-018,20230620,2023-06-20,698,84.3,17,177,Slub,46
724,1,KM-033,20221105,2022-11-05,683,76.3,10,102,Oil Spot,55
725,1,KM-028,20241024,2024-10-24,794,65.7,17,202,Needle Mark,9
726,1,KM-018,20240505,2024-05-05,663,79.3,18,179,Barré,31
727,1,KM-005,20230218,2023-02-18,768,82.3,13,149,Oil Spot,54
728,1,KM-018,20230218,2023-02-18,674,88.5,11,111,Oil Spot,5
729,1,KM-007,20231121,2023-11-21,793,91.4,11,130,Uneven Loop,11
730,1,KM-008,20230310,2023-03-10,689,79.2,22,227,Oil Spot,42
731,1,KM-032,20240423,2024-04-23,648,79.3,19,184,Barré,60
732,1,KM-019,20250217,2025-02-17,882,72.3,9,119,Hole,15
733,1,KM-021,20240530,2024-05-30,799,69.9,20,239,Slub,48
734,1,KM-035,20250515,2025-05-15,882,81.1,21,277,Uneven Loop,35
735,1,KM-038,20250823,2025-08-23,665,72.0,18,179,Barré,50
736,1,KM-010,20220724,2022-07-24,664,68.9,17,169,Slub,22
737,1,KM-004,20250629,2025-06-29,789,84.1,11,130,Slub,43
738,1,KM-027,20230508,2023-05-08,834,69.9,13,162,Uneven Loop,37
739,1,KM-019,20250718,2025-07-18,741,90.7,16,177,Slub,57
