FinishingID,OrderID,FactoryID,StyleID,DateKey,FinishingDate,FinishedQty,PackedQty,RejectQty
1856,135,1,76,20231128,2023-11-28,1269,1205,64
1857,135,1,76,20231129,2023-11-29,1017,1001,16
1858,135,1,76,20231130,2023-11-30,987,974,13
1859,135,1,76,20231202,2023-12-02,1551,1529,22
1860,135,1,76,20231203,2023-12-03,2414,2383,31
1861,136,3,67,20241208,2024-12-08,5044,4901,143
1862,136,3,67,20241209,2024-12-09,7889,7552,337
1863,136,3,67,20241210,2024-12-10,9339,9146,193
1864,136,3,67,20241211,2024-12-11,8235,8079,156
1865,136,3,67,20241212,2024-12-12,4245,4063,182
1866,136,3,67,20241214,2024-12-14,7101,7021,80
1867,136,3,67,20241215,2024-12-15,6035,5794,241
1868,136,3,67,20241216,2024-12-16,6642,6526,116
1869,136,3,67,20241217,2024-12-17,6352,6008,344
1870,136,3,67,20241218,2024-12-18,6903,6680,223
1871,136,3,67,20241219,2024-12-19,7757,7418,339
1872,136,3,67,20241221,2024-12-21,5715,5578,137
1873,136,3,67,20241222,2024-12-22,5937,5795,142
1874,136,3,67,20241223,2024-12-23,5490,5205,285
1875,136,3,67,20241224,2024-12-24,5350,5090,260
1876,136,3,67,20241225,2024-12-25,8149,8027,122
1877,136,3,67,20241226,2024-12-26,6695,6389,306
1878,137,1,46,20230104,2023-01-04,8980,8660,320
1879,137,1,46,20230105,2023-01-05,5188,5047,141
1880,137,1,46,20230107,2023-01-07,5818,5563,255
1881,137,1,46,20230108,2023-01-08,6449,6067,382
1882,137,1,46,20230109,2023-01-09,5329,5159,170
1883,137,1,46,20230110,2023-01-10,10880,10506,374
1884,137,1,46,20230111,2023-01-11,6478,6368,110
1885,137,1,46,20230112,2023-01-12,8322,7966,356
1886,137,1,46,20230114,2023-01-14,5767,5573,194
1887,137,1,46,20230115,2023-01-15,7735,7586,149
1888,137,1,46,20230116,2023-01-16,11684,11473,211
1889,137,1,46,20230117,2023-01-17,10637,10143,494
1890,137,1,46,20230118,2023-01-18,7614,7423,191
1891,137,1,46,20230119,2023-01-19,11308,10756,552
1892,137,1,46,20230121,2023-01-21,7302,7103,199
1893,138,2,74,20241009,2024-10-09,2186,2093,93
1894,138,2,74,20241010,2024-10-10,2682,2532,150
1895,138,2,74,20241012,2024-10-12,2843,2811,32
1896,138,2,74,20241013,2024-10-13,1677,1651,26
1897,138,2,74,20241014,2024-10-14,1402,1382,20
1898,138,2,74,20241015,2024-10-15,2342,2302,40
1899,138,2,74,20241016,2024-10-16,2736,2591,145
1900,138,2,74,20241017,2024-10-17,3440,3382,58
1901,138,2,74,20241019,2024-10-19,3183,3048,135
1902,138,2,74,20241020,2024-10-20,2656,2566,90
1903,138,2,74,20241021,2024-10-21,2415,2299,116
1904,138,2,74,20241022,2024-10-22,2397,2263,134
1905,138,2,74,20241023,2024-10-23,2802,2674,128
1906,138,2,74,20241024,2024-10-24,2708,2679,29
1907,138,2,74,20241026,2024-10-26,2757,2672,85
1908,138,2,74,20241027,2024-10-27,2206,2167,39
1909,139,3,14,20251029,2025-10-29,4930,4865,65
1910,139,3,14,20251030,2025-10-30,4576,4308,268
1911,139,3,14,20251101,2025-11-01,7021,6703,318
1912,139,3,14,20251102,2025-11-02,3937,3837,100
1913,139,3,14,20251103,2025-11-03,7519,7350,169
1914,139,3,14,20251104,2025-11-04,5585,5302,283
1915,139,3,14,20251105,2025-11-05,7473,7142,331
1916,139,3,14,20251106,2025-11-06,4632,4533,99
1917,139,3,14,20251108,2025-11-08,6032,5690,342
1918,139,3,14,20251109,2025-11-09,5798,5581,217
1919,139,3,14,20251110,2025-11-10,5428,5130,298
1920,139,3,14,20251111,2025-11-11,3628,3413,215
1921,139,3,14,20251112,2025-11-12,6970,6597,373
1922,139,3,14,20251113,2025-11-13,6019,5830,189
1923,139,3,14,20251115,2025-11-15,5447,5351,96
1924,139,3,14,20251116,2025-11-16,5229,5065,164
1925,139,3,14,20251117,2025-11-17,4880,4753,127
1926,139,3,14,20251118,2025-11-18,7708,7626,82
1927,139,3,14,20251119,2025-11-19,7900,7456,444
1928,139,3,14,20251120,2025-11-20,5288,5030,258
1929,140,3,24,20240404,2024-04-04,4458,4370,88
1930,140,3,24,20240406,2024-04-06,5777,5618,159
1931,140,3,24,20240407,2024-04-07,4878,4780,98
1932,140,3,24,20240408,2024-04-08,3185,2995,190
1933,140,3,24,20240409,2024-04-09,5547,5238,309
1934,140,3,24,20240410,2024-04-10,4030,3915,115
1935,140,3,24,20240411,2024-04-11,3448,3285,163
1936,140,3,24,20240413,2024-04-13,5024,4943,81
1937,140,3,24,20240414,2024-04-14,5472,5233,239
1938,140,3,24,20240415,2024-04-15,4690,4634,56
1939,140,3,24,20240416,2024-04-16,4165,3965,200
1940,140,3,24,20240417,2024-04-17,4902,4613,289
1941,140,3,24,20240418,2024-04-18,5544,5361,183
1942,140,3,24,20240420,2024-04-20,6000,5863,137
1943,140,3,24,20240421,2024-04-21,5410,5274,136
1944,140,3,24,20240422,2024-04-22,4397,4275,122
1945,140,3,24,20240423,2024-04-23,3992,3882,110
1946,140,3,24,20240424,2024-04-24,5266,5170,96
1947,141,2,58,20250327,2025-03-27,4816,4746,70
1948,141,2,58,20250329,2025-03-29,6757,6514,243
1949,141,2,58,20250330,2025-03-30,5414,5144,270
1950,141,2,58,20250331,2025-03-31,5696,5555,141
1951,141,2,58,20250401,2025-04-01,6694,6481,213
1952,141,2,58,20250402,2025-04-02,5168,4867,301
1953,141,2,58,20250403,2025-04-03,7183,6900,283
1954,141,2,58,20250405,2025-04-05,5605,5507,98
1955,141,2,58,20250406,2025-04-06,7136,6720,416
1956,141,2,58,20250407,2025-04-07,4871,4800,71
1957,141,2,58,20250408,2025-04-08,4400,4336,64
1958,142,1,29,20240226,2024-02-26,4378,4235,143
1959,142,1,29,20240227,2024-02-27,3033,2853,180
1960,142,1,29,20240228,2024-02-28,4613,4402,211
1961,142,1,29,20240229,2024-02-29,2822,2674,148
1962,142,1,29,20240302,2024-03-02,4399,4320,79
1963,142,1,29,20240303,2024-03-03,4958,4704,254
1964,142,1,29,20240304,2024-03-04,2854,2752,102
1965,142,1,29,20240305,2024-03-05,3950,3718,232
1966,142,1,29,20240306,2024-03-06,5012,4715,297
1967,142,1,29,20240307,2024-03-07,4367,4163,204
1968,142,1,29,20240309,2024-03-09,1759,1687,72
1969,142,1,29,20240310,2024-03-10,2747,2702,45
1970,142,1,29,20240311,2024-03-11,5264,5076,188
1971,142,1,29,20240312,2024-03-12,3367,3203,164
1972,142,1,29,20240313,2024-03-13,3288,3128,160
1973,142,1,29,20240314,2024-03-14,2926,2796,130
1974,143,2,25,20230121,2023-01-21,636,601,35
1975,143,2,25,20230122,2023-01-22,499,484,15
1976,143,2,25,20230123,2023-01-23,539,508,31
1977,143,2,25,20230124,2023-01-24,451,433,18
1978,143,2,25,20230125,2023-01-25,231,225,6
1979,143,2,25,20230126,2023-01-26,539,527,12
1980,143,2,25,20230128,2023-01-28,570,550,20
1981,143,2,25,20230129,2023-01-29,432,424,8
1982,143,2,25,20230130,2023-01-30,570,547,23
1983,143,2,25,20230131,2023-01-31,407,391,16
1984,143,2,25,20230201,2023-02-01,247,242,5
1985,143,2,25,20230202,2023-02-02,445,420,25
1986,143,2,25,20230204,2023-02-04,543,510,33
1987,143,2,25,20230205,2023-02-05,656,640,16
1988,143,2,25,20230206,2023-02-06,355,350,5
1989,143,2,25,20230207,2023-02-07,350,344,6
1990,143,2,25,20230208,2023-02-08,691,652,39
1991,143,2,25,20230209,2023-02-09,246,231,15
1992,143,2,25,20230211,2023-02-11,541,531,10
1993,143,2,25,20230212,2023-02-12,337,321,16
1994,143,2,25,20230213,2023-02-13,476,466,10
1995,143,2,25,20230214,2023-02-14,332,318,14
1996,144,3,73,20250326,2025-03-26,5474,5410,64
1997,144,3,73,20250327,2025-03-27,2303,2203,100
1998,144,3,73,20250329,2025-03-29,5841,5702,139
1999,144,3,73,20250330,2025-03-30,5687,5595,92
2000,144,3,73,20250331,2025-03-31,6611,6424,187
2001,144,3,73,20250401,2025-04-01,3097,3022,75
2002,144,3,73,20250402,2025-04-02,4712,4546,166
2003,144,3,73,20250403,2025-04-03,4148,3909,239
2004,144,3,73,20250405,2025-04-05,4051,3999,52
2005,144,3,73,20250406,2025-04-06,5468,5398,70
2006,145,2,35,20240317,2024-03-17,12757,12290,467
2007,145,2,35,20240318,2024-03-18,11617,11313,304
2008,145,2,35,20240319,2024-03-19,21329,20410,919
2009,145,2,35,20240320,2024-03-20,10797,10577,220
2010,145,2,35,20240321,2024-03-21,14632,13861,771
2011,145,2,35,20240323,2024-03-23,16348,16109,239
2012,145,2,35,20240324,2024-03-24,10262,9773,489
2013,145,2,35,20240325,2024-03-25,13073,12452,621
2014,145,2,35,20240326,2024-03-26,7389,7154,235
2015,146,2,49,20250728,2025-07-28,2991,2925,66
2016,146,2,49,20250729,2025-07-29,4062,3918,144
2017,146,2,49,20250730,2025-07-30,2595,2494,101
2018,146,2,49,20250731,2025-07-31,2705,2580,125
2019,146,2,49,20250802,2025-08-02,3037,2954,83
2020,146,2,49,20250803,2025-08-03,2203,2089,114
2021,146,2,49,20250804,2025-08-04,2220,2175,45
2022,146,2,49,20250805,2025-08-05,2176,2117,59
2023,146,2,49,20250806,2025-08-06,2622,2535,87
2024,146,2,49,20250807,2025-08-07,3493,3329,164
2025,146,2,49,20250809,2025-08-09,2615,2568,47
2026,146,2,49,20250810,2025-08-10,3201,3104,97
2027,146,2,49,20250811,2025-08-11,2132,2079,53
2028,146,2,49,20250812,2025-08-12,2748,2584,164
2029,146,2,49,20250813,2025-08-13,5124,4916,208
2030,146,2,49,20250814,2025-08-14,1998,1900,98
2031,146,2,49,20250816,2025-08-16,2388,2352,36
2032,146,2,49,20250817,2025-08-17,1566,1493,73
2033,146,2,49,20250818,2025-08-18,1954,1879,75
2034,146,2,49,20250819,2025-08-19,3491,3322,169
2035,147,1,3,20241003,2024-10-03,3246,3114,132
2036,147,1,3,20241005,2024-10-05,3947,3819,128
2037,147,1,3,20241006,2024-10-06,6725,6624,101
2038,147,1,3,20241007,2024-10-07,7461,7070,391
2039,147,1,3,20241008,2024-10-08,2416,2336,80
2040,147,1,3,20241009,2024-10-09,2021,1994,27
2041,147,1,3,20241010,2024-10-10,3479,3303,176
2042,147,1,3,20241012,2024-10-12,2489,2415,74
2043,147,1,3,20241013,2024-10-13,1815,1788,27
2044,147,1,3,20241014,2024-10-14,6702,6549,153
2045,147,1,3,20241015,2024-10-15,5124,5049,75
2046,147,1,3,20241016,2024-10-16,5201,4950,251
2047,147,1,3,20241017,2024-10-17,4738,4544,194
2048,147,1,3,20241019,2024-10-19,5115,4875,240
2049,148,2,21,20230725,2023-07-25,9664,9256,408
2050,148,2,21,20230726,2023-07-26,7897,7703,194
2051,148,2,21,20230727,2023-07-27,7986,7830,156
2052,148,2,21,20230729,2023-07-29,5730,5644,86
2053,148,2,21,20230730,2023-07-30,13844,13503,341
2054,148,2,21,20230731,2023-07-31,8460,8062,398
2055,148,2,21,20230801,2023-08-01,6131,5831,300
2056,148,2,21,20230802,2023-08-02,4927,4765,162
2057,148,2,21,20230803,2023-08-03,4613,4371,242
2058,148,2,21,20230805,2023-08-05,4937,4787,150
2059,148,2,21,20230806,2023-08-06,6913,6581,332
2060,149,2,49,20220730,2022-07-30,7617,7490,127
2061,149,2,49,20220731,2022-07-31,6479,6147,332
2062,149,2,49,20220801,2022-08-01,6163,6090,73
2063,149,2,49,20220802,2022-08-02,6138,5968,170
2064,149,2,49,20220803,2022-08-03,2449,2402,47
2065,149,2,49,20220804,2022-08-04,4497,4368,129
2066,149,2,49,20220806,2022-08-06,6256,6143,113
2067,149,2,49,20220807,2022-08-07,1782,1689,93
2068,150,2,59,20230703,2023-07-03,2424,2308,116
2069,150,2,59,20230704,2023-07-04,2082,2042,40
2070,150,2,59,20230705,2023-07-05,1576,1508,68
2071,150,2,59,20230706,2023-07-06,2385,2320,65
2072,150,2,59,20230708,2023-07-08,1610,1540,70
2073,150,2,59,20230709,2023-07-09,533,525,8
2074,150,2,59,20230710,2023-07-10,2910,2813,97
2075,150,2,59,20230711,2023-07-11,1643,1600,43
2076,150,2,59,20230712,2023-07-12,1927,1885,42
2077,150,2,59,20230713,2023-07-13,2361,2241,120
2078,150,2,59,20230715,2023-07-15,1474,1439,35
2079,150,2,59,20230716,2023-07-16,1554,1500,54
2080,150,2,59,20230717,2023-07-17,2586,2515,71
2081,150,2,59,20230718,2023-07-18,1351,1304,47
2082,151,3,37,20230412,2023-04-12,2797,2743,54
2083,151,3,37,20230413,2023-04-13,7847,7586,261
2084,151,3,37,20230415,2023-04-15,5780,5559,221
2085,151,3,37,20230416,2023-04-16,4171,4067,104
2086,151,3,37,20230417,2023-04-17,5836,5713,123
2087,151,3,37,20230418,2023-04-18,5623,5305,318
2088,151,3,37,20230419,2023-04-19,4112,3959,153
2089,151,3,37,20230420,2023-04-20,6784,6460,324
2090,151,3,37,20230422,2023-04-22,6686,6491,195
2091,151,3,37,20230423,2023-04-23,8125,7988,137
2092,151,3,37,20230424,2023-04-24,5730,5551,179
2093,151,3,37,20230425,2023-04-25,7001,6637,364
2094,151,3,37,20230426,2023-04-26,6922,6632,290
2095,151,3,37,20230427,2023-04-27,3879,3751,128
2096,151,3,37,20230429,2023-04-29,6491,6417,74
2097,151,3,37,20230430,2023-04-30,3897,3740,157
2098,151,3,37,20230501,2023-05-01,3813,3729,84
2099,151,3,37,20230502,2023-05-02,5491,5225,266
2100,151,3,37,20230503,2023-05-03,5544,5238,306
2101,151,3,37,20230504,2023-05-04,6070,5914,156
2102,152,2,51,20230423,2023-04-23,1527,1511,16
2103,152,2,51,20230424,2023-04-24,1396,1330,66
2104,152,2,51,20230425,2023-04-25,1073,1058,15
2105,152,2,51,20230426,2023-04-26,1270,1204,66
2106,152,2,51,20230427,2023-04-27,632,595,37
2107,152,2,51,20230429,2023-04-29,1981,1863,118
2108,152,2,51,20230430,2023-04-30,889,875,14
2109,152,2,51,20230501,2023-05-01,1063,1048,15
2110,152,2,51,20230502,2023-05-02,1921,1832,89
2111,152,2,51,20230503,2023-05-03,1093,1074,19
2112,153,3,11,20231127,2023-11-27,2603,2466,137
2113,153,3,11,20231128,2023-11-28,6549,6477,72
2114,153,3,11,20231129,2023-11-29,4868,4801,67
2115,153,3,11,20231130,2023-11-30,6198,5828,370
2116,153,3,11,20231202,2023-12-02,4429,4344,85
2117,153,3,11,20231203,2023-12-03,5228,5172,56
2118,153,3,11,20231204,2023-12-04,3871,3698,173
2119,153,3,11,20231205,2023-12-05,6547,6291,256
2120,153,3,11,20231206,2023-12-06,6666,6543,123
2121,153,3,11,20231207,2023-12-07,2735,2667,68
2122,153,3,11,20231209,2023-12-09,7620,7519,101
2123,153,3,11,20231210,2023-12-10,5585,5269,316
2124,153,3,11,20231211,2023-12-11,6359,6241,118
2125,153,3,11,20231212,2023-12-12,4003,3887,116
2126,153,3,11,20231213,2023-12-13,5873,5555,318
2127,153,3,11,20231214,2023-12-14,3065,2960,105
2128,154,1,14,20240612,2024-06-12,6366,6177,189
2129,154,1,14,20240613,2024-06-13,3260,3091,169
2130,154,1,14,20240615,2024-06-15,7739,7352,387
2131,154,1,14,20240616,2024-06-16,5985,5734,251
2132,154,1,14,20240617,2024-06-17,3614,3421,193
2133,154,1,14,20240618,2024-06-18,5600,5510,90
2134,154,1,14,20240619,2024-06-19,6447,6260,187
2135,154,1,14,20240620,2024-06-20,4966,4791,175
2136,154,1,14,20240622,2024-06-22,5043,4807,236
2137,154,1,14,20240623,2024-06-23,6006,5850,156
2138,154,1,14,20240624,2024-06-24,5627,5550,77
2139,154,1,14,20240625,2024-06-25,5795,5706,89
2140,154,1,14,20240626,2024-06-26,5806,5470,336
2141,154,1,14,20240627,2024-06-27,4380,4124,256
2142,155,2,11,20240730,2024-07-30,25304,23963,1341
2143,155,2,11,20240731,2024-07-31,14239,13816,423
2144,155,2,11,20240801,2024-08-01,13718,13159,559
2145,155,2,11,20240803,2024-08-03,9724,9607,117
2146,155,2,11,20240804,2024-08-04,7332,6897,435
2147,155,2,11,20240805,2024-08-05,16374,16088,286
2148,155,2,11,20240806,2024-08-06,14880,14290,590
2149,155,2,11,20240807,2024-08-07,9165,8933,232
2150,155,2,11,20240808,2024-08-08,8834,8587,247
2151,156,1,53,20221123,2022-11-23,2005,1953,52
2152,156,1,53,20221124,2022-11-24,680,649,31
2153,156,1,53,20221126,2022-11-26,1391,1338,53
2154,156,1,53,20221127,2022-11-27,1699,1597,102
2155,156,1,53,20221128,2022-11-28,2663,2527,136
2156,156,1,53,20221129,2022-11-29,2262,2175,87
2157,156,1,53,20221130,2022-11-30,2351,2279,72
2158,156,1,53,20221201,2022-12-01,652,641,11
2159,156,1,53,20221203,2022-12-03,1004,975,29
2160,156,1,53,20221204,2022-12-04,1814,1768,46
2161,156,1,53,20221205,2022-12-05,2770,2604,166
2162,156,1,53,20221206,2022-12-06,1575,1524,51
2163,156,1,53,20221207,2022-12-07,1374,1315,59
2164,157,2,78,20221217,2022-12-17,4775,4490,285
2165,157,2,78,20221218,2022-12-18,7651,7533,118
2166,157,2,78,20221219,2022-12-19,5432,5134,298
2167,157,2,78,20221220,2022-12-20,4106,3995,111
2168,157,2,78,20221221,2022-12-21,3509,3346,163
2169,157,2,78,20221222,2022-12-22,6567,6480,87
2170,157,2,78,20221224,2022-12-24,4363,4115,248
2171,157,2,78,20221225,2022-12-25,4481,4319,162
2172,157,2,78,20221226,2022-12-26,4832,4708,124
2173,157,2,78,20221227,2022-12-27,5351,5085,266
2174,157,2,78,20221228,2022-12-28,4546,4386,160
2175,157,2,78,20221229,2022-12-29,3495,3316,179
2176,157,2,78,20221231,2022-12-31,4958,4839,119
2177,157,2,78,20230101,2023-01-01,5913,5758,155
2178,157,2,78,20230102,2023-01-02,4467,4333,134
2179,157,2,78,20230103,2023-01-03,4257,4035,222
2180,157,2,78,20230104,2023-01-04,7773,7352,421
2181,157,2,78,20230105,2023-01-05,3706,3502,204
2182,157,2,78,20230107,2023-01-07,6462,6315,147
2183,157,2,78,20230108,2023-01-08,5804,5482,322
2184,158,1,15,20250721,2025-07-21,2375,2309,66
2185,158,1,15,20250722,2025-07-22,3346,3199,147
2186,158,1,15,20250723,2025-07-23,2979,2877,102
2187,158,1,15,20250724,2025-07-24,358,342,16
2188,158,1,15,20250726,2025-07-26,1857,1830,27
2189,158,1,15,20250727,2025-07-27,4256,4103,153
2190,158,1,15,20250728,2025-07-28,3486,3406,80
2191,158,1,15,20250729,2025-07-29,2430,2325,105
2192,158,1,15,20250730,2025-07-30,3864,3748,116
2193,158,1,15,20250731,2025-07-31,1952,1908,44
2194,158,1,15,20250802,2025-08-02,3743,3637,106
2195,158,1,15,20250803,2025-08-03,3518,3380,138
2196,158,1,15,20250804,2025-08-04,3100,3012,88
2197,158,1,15,20250805,2025-08-05,2603,2509,94
2198,158,1,15,20250806,2025-08-06,1827,1739,88
2199,158,1,15,20250807,2025-08-07,2247,2172,75
2200,158,1,15,20250809,2025-08-09,4711,4560,151
2201,158,1,15,20250810,2025-08-10,3338,3244,94
2202,158,1,15,20250811,2025-08-11,1907,1849,58
2203,158,1,15,20250812,2025-08-12,3810,3771,39
2204,158,1,15,20250813,2025-08-13,5004,4908,96
2205,158,1,15,20250814,2025-08-14,4746,4463,283
2206,159,1,63,20230405,2023-04-05,8527,8374,153
2207,159,1,63,20230406,2023-04-06,9180,8717,463
2208,159,1,63,20230408,2023-04-08,9930,9510,420
2209,159,1,63,20230409,2023-04-09,8842,8718,124
2210,159,1,63,20230410,2023-04-10,6699,6517,182
2211,159,1,63,20230411,2023-04-11,3516,3400,116
2212,159,1,63,20230412,2023-04-12,7206,7011,195
2213,159,1,63,20230413,2023-04-13,6827,6476,351
2214,160,1,28,20240904,2024-09-04,4230,4127,103
2215,160,1,28,20240905,2024-09-05,12237,11878,359
2216,160,1,28,20240907,2024-09-07,9757,9608,149
2217,160,1,28,20240908,2024-09-08,7877,7543,334
2218,160,1,28,20240909,2024-09-09,8570,8152,418
2219,160,1,28,20240910,2024-09-10,12401,12111,290
2220,160,1,28,20240911,2024-09-11,10505,9902,603
2221,160,1,28,20240912,2024-09-12,11457,11051,406
2222,160,1,28,20240914,2024-09-14,6148,6025,123
2223,160,1,28,20240915,2024-09-15,9350,8789,561
2224,161,1,9,20240206,2024-02-06,9583,9248,335
2225,161,1,9,20240207,2024-02-07,14283,13751,532
2226,161,1,9,20240208,2024-02-08,11873,11642,231
2227,161,1,9,20240210,2024-02-10,16067,15762,305
2228,161,1,9,20240211,2024-02-11,10868,10413,455
2229,161,1,9,20240212,2024-02-12,9375,9132,243
2230,161,1,9,20240213,2024-02-13,9133,8984,149
2231,161,1,9,20240214,2024-02-14,5985,5893,92
2232,161,1,9,20240215,2024-02-15,9962,9379,583
2233,161,1,9,20240217,2024-02-17,6578,6451,127
2234,161,1,9,20240218,2024-02-18,15337,14743,594
2235,161,1,9,20240219,2024-02-19,12634,12289,345
2236,162,2,73,20220115,2022-01-15,2423,2281,142
2237,162,2,73,20220116,2022-01-16,2415,2388,27
2238,162,2,73,20220117,2022-01-17,2221,2144,77
2239,162,2,73,20220118,2022-01-18,2904,2828,76
2240,162,2,73,20220119,2022-01-19,2035,1979,56
2241,162,2,73,20220120,2022-01-20,2666,2586,80
2242,162,2,73,20220122,2022-01-22,2216,2111,105
2243,162,2,73,20220123,2022-01-23,2042,1928,114
2244,162,2,73,20220124,2022-01-24,3034,2965,69
2245,162,2,73,20220125,2022-01-25,2435,2307,128
2246,162,2,73,20220126,2022-01-26,2794,2697,97
2247,162,2,73,20220127,2022-01-27,3604,3483,121
2248,162,2,73,20220129,2022-01-29,2718,2561,157
2249,162,2,73,20220130,2022-01-30,2347,2254,93
2250,162,2,73,20220131,2022-01-31,3603,3471,132
2251,162,2,73,20220201,2022-02-01,2471,2363,108
2252,162,2,73,20220202,2022-02-02,1687,1594,93
2253,162,2,73,20220203,2022-02-03,2382,2239,143
2254,162,2,73,20220205,2022-02-05,2766,2640,126
2255,162,2,73,20220206,2022-02-06,2060,1960,100
2256,163,1,14,20250301,2025-03-01,7818,7391,427
2257,163,1,14,20250302,2025-03-02,6136,5782,354
2258,163,1,14,20250303,2025-03-03,6248,6159,89
2259,163,1,14,20250304,2025-03-04,7665,7336,329
2260,163,1,14,20250305,2025-03-05,7295,7086,209
2261,163,1,14,20250306,2025-03-06,5779,5696,83
2262,163,1,14,20250308,2025-03-08,9780,9623,157
2263,163,1,14,20250309,2025-03-09,4989,4774,215
2264,163,1,14,20250310,2025-03-10,2630,2519,111
2265,163,1,14,20250311,2025-03-11,8255,7984,271
2266,163,1,14,20250312,2025-03-12,5135,4851,284
2267,164,1,1,20240617,2024-06-17,2558,2496,62
2268,164,1,1,20240618,2024-06-18,2163,2113,50
2269,164,1,1,20240619,2024-06-19,4130,3959,171
2270,164,1,1,20240620,2024-06-20,2825,2710,115
2271,164,1,1,20240622,2024-06-22,3922,3759,163
2272,164,1,1,20240623,2024-06-23,3572,3362,210
2273,164,1,1,20240624,2024-06-24,4153,3996,157
2274,164,1,1,20240625,2024-06-25,2827,2672,155
2275,164,1,1,20240626,2024-06-26,1814,1790,24
2276,164,1,1,20240627,2024-06-27,1715,1684,31
2277,164,1,1,20240629,2024-06-29,4140,3988,152
2278,164,1,1,20240630,2024-06-30,2471,2431,40
2279,164,1,1,20240701,2024-07-01,2941,2816,125
2280,164,1,1,20240702,2024-07-02,3156,3002,154
2281,164,1,1,20240703,2024-07-03,3448,3314,134
2282,164,1,1,20240704,2024-07-04,3095,3044,51
2283,164,1,1,20240706,2024-07-06,2239,2122,117
2284,164,1,1,20240707,2024-07-07,3550,3404,146
2285,164,1,1,20240708,2024-07-08,3252,3192,60
2286,164,1,1,20240709,2024-07-09,2877,2799,78
2287,165,2,54,20231214,2023-12-14,4396,4141,255
2288,165,2,54,20231216,2023-12-16,3754,3586,168
2289,165,2,54,20231217,2023-12-17,5495,5208,287
2290,165,2,54,20231218,2023-12-18,6596,6233,363
2291,165,2,54,20231219,2023-12-19,3231,3163,68
2292,165,2,54,20231220,2023-12-20,3040,2924,116
2293,165,2,54,20231221,2023-12-21,4499,4313,186
2294,165,2,54,20231223,2023-12-23,3133,3021,112
2295,165,2,54,20231224,2023-12-24,7603,7373,230
2296,165,2,54,20231225,2023-12-25,5662,5361,301
2297,165,2,54,20231226,2023-12-26,5925,5676,249
2298,165,2,54,20231227,2023-12-27,5505,5256,249
2299,165,2,54,20231228,2023-12-28,5905,5575,330
2300,165,2,54,20231230,2023-12-30,5291,5211,80
2301,165,2,54,20231231,2023-12-31,5510,5231,279
2302,165,2,54,20240101,2024-01-01,5322,5073,249
2303,165,2,54,20240102,2024-01-02,5076,4999,77
2304,165,2,54,20240103,2024-01-03,4093,3971,122
2305,165,2,54,20240104,2024-01-04,5956,5782,174
2306,166,1,60,20231014,2023-10-14,1047,989,58
2307,166,1,60,20231015,2023-10-15,833,802,31
2308,166,1,60,20231016,2023-10-16,1194,1181,13
2309,166,1,60,20231017,2023-10-17,1175,1140,35
2310,166,1,60,20231018,2023-10-18,625,606,19
2311,166,1,60,20231019,2023-10-19,257,253,4
2312,166,1,60,20231021,2023-10-21,977,962,15
2313,166,1,60,20231022,2023-10-22,1533,1490,43
2314,166,1,60,20231023,2023-10-23,845,800,45
2315,166,1,60,20231024,2023-10-24,574,557,17
2316,166,1,60,20231025,2023-10-25,348,342,6
2317,166,1,60,20231026,2023-10-26,678,637,41
2318,167,1,10,20220411,2022-04-11,4743,4486,257
2319,167,1,10,20220412,2022-04-12,6677,6277,400
2320,167,1,10,20220413,2022-04-13,5229,5164,65
2321,167,1,10,20220414,2022-04-14,8021,7919,102
2322,167,1,10,20220416,2022-04-16,4618,4354,264
2323,167,1,10,20220417,2022-04-17,3525,3350,175
2324,167,1,10,20220418,2022-04-18,3923,3831,92
2325,167,1,10,20220419,2022-04-19,6445,6237,208
2326,167,1,10,20220420,2022-04-20,4355,4233,122
2327,167,1,10,20220421,2022-04-21,6282,6066,216
2328,167,1,10,20220423,2022-04-23,3135,3035,100
2329,167,1,10,20220424,2022-04-24,7953,7512,441
2330,167,1,10,20220425,2022-04-25,6238,6094,144
2331,168,2,41,20241221,2024-12-21,860,828,32
2332,168,2,41,20241222,2024-12-22,1194,1130,64
2333,168,2,41,20241223,2024-12-23,1033,1022,11
2334,168,2,41,20241224,2024-12-24,1651,1585,66
2335,168,2,41,20241225,2024-12-25,1236,1175,61
2336,168,2,41,20241226,2024-12-26,467,456,11
2337,168,2,41,20241228,2024-12-28,1164,1150,14
2338,168,2,41,20241229,2024-12-29,1396,1337,59
2339,168,2,41,20241230,2024-12-30,1241,1182,59
2340,168,2,41,20241231,2024-12-31,687,676,11
2341,168,2,41,20250101,2025-01-01,773,753,20
2342,168,2,41,20250102,2025-01-02,1439,1390,49
2343,168,2,41,20250104,2025-01-04,575,556,19
2344,168,2,41,20250105,2025-01-05,936,896,40
2345,168,2,41,20250106,2025-01-06,1190,1143,47
2346,168,2,41,20250107,2025-01-07,648,631,17
2347,168,2,41,20250108,2025-01-08,826,813,13
2348,168,2,41,20250109,2025-01-09,848,833,15
2349,168,2,41,20250111,2025-01-11,1269,1199,70
2350,168,2,41,20250112,2025-01-12,1532,1476,56
2351,168,2,41,20250113,2025-01-13,1345,1275,70
2352,168,2,41,20250114,2025-01-14,915,901,14
2353,169,3,11,20240115,2024-01-15,1572,1516,56
2354,169,3,11,20240116,2024-01-16,201,189,12
2355,169,3,11,20240117,2024-01-17,2964,2850,114
2356,169,3,11,20240118,2024-01-18,1991,1962,29
