DyeingID,FactoryID,BatchID,FabricType,Shade,StartTime,EndTime,GreyKG,FinishKG,BatchLossPct,ReprocessFlag
286,1,B7408,Rib,Olive,2024-11-10,2024-11-10 15:00:00,933,897,3.84,0
287,1,B2001,Rib,Marl Grey,2023-02-22,2023-02-22 18:00:00,2845,2708,4.81,0
288,1,B4626,Interlock,Olive,2022-07-03,2022-07-03 06:00:00,890,869,2.28,0
289,1,B1652,Twill,Sky Blue,2022-02-07,2022-02-07 18:00:00,690,666,3.42,1
290,1,B9863,Denim,Red,2022-02-05,2022-02-05 20:00:00,2590,2511,3.01,1
291,1,B2911,Single Jersey,Red,2023-07-31,2023-07-31 15:00:00,2108,2028,3.78,0
292,1,B1106,Interlock,Marl Grey,2022-10-02,2022-10-02 13:00:00,1870,1760,5.83,0
293,1,B6473,Denim,White,2022-12-22,2022-12-22 19:00:00,2724,2620,3.8,0
294,1,B4048,Single Jersey,Navy,2023-02-03,2023-02-03 10:00:00,2930,2785,4.95,0
295,1,B3744,Twill,Black,2025-08-26,2025-08-26 16:00:00,1445,1361,5.81,0
296,1,B3935,Single Jersey,Marl Grey,2024-05-17,2024-05-17 08:00:00,1079,1037,3.83,0
297,1,B2273,Interlock,Red,2023-06-16,2023-06-16 08:00:00,2397,2263,5.56,0
298,1,B1017,Twill,Black,2023-02-19,2023-02-19 09:00:00,872,826,5.2,0
299,1,B1100,Rib,Navy,2023-12-13,2023-12-13 16:00:00,2267,2158,4.8,0
300,1,B3800,Single Jersey,Olive,2024-03-23,2024-03-23 20:00:00,2648,2511,5.14,0
301,1,B9009,Single Jersey,Marl Grey,2022-01-22,2022-01-22 18:00:00,1999,1913,4.26,0
302,1,B2836,Denim,Red,2025-01-16,2025-01-16 14:00:00,1366,1309,4.14,0
303,1,B2336,Denim,Olive,2022-11-18,2022-11-18 13:00:00,2830,2688,5.0,0
304,1,B3743,Single Jersey,Red,2023-10-21,2023-10-21 18:00:00,2777,2664,4.07,0
305,1,B6565,Rib,Red,2023-05-13,2023-05-13 19:00:00,2691,2554,5.06,0
306,1,B4538,Single Jersey,White,2023-12-26,2023-12-26 20:00:00,2037,1946,4.43,0
307,1,B8857,Rib,Sky Blue,2024-06-24,2024-06-24 10:00:00,2585,2504,3.1,0
308,1,B1875,Single Jersey,White,2024-01-19,2024-01-19 08:00:00,1065,1036,2.67,0
309,1,B1019,Single Jersey,Navy,2025-10-11,2025-10-11 08:00:00,2757,2678,2.86,0
310,1,B4746,Rib,Marl Grey,2022-12-21,2022-12-21 10:00:00,1136,1110,2.24,1
311,1,B8983,Interlock,Marl Grey,2022-11-22,2022-11-22 19:00:00,1365,1297,4.92,0
312,1,B9599,Single Jersey,Black,2022-09-05,2022-09-05 15:00:00,2226,2094,5.9,0
313,1,B4215,Single Jersey,Marl Grey,2025-03-17,2025-03-17 08:00:00,1018,967,4.94,0
314,1,B1591,Rib,Black,2024-11-01,2024-11-01 09:00:00,1634,1540,5.75,0
315,1,B3149,Rib,Marl Grey,2022-12-24,2022-12-24 08:00:00,2297,2205,3.99,0
316,1,B2691,Rib,Olive,2022-09-16,2022-09-16 08:00:00,1294,1265,2.17,0
317,1,B9246,Single Jersey,Red,2024-08-19,2024-08-19 12:00:00,1874,1770,5.55,0
318,1,B4228,Single Jersey,Marl Grey,2022-03-21,2022-03-21 09:00:00,735,710,3.38,0
319,1,B8208,Twill,Red,2025-07-23,2025-07-23 15:00:00,1957,1886,3.59,0
320,1,B9802,Rib,Navy,2022-06-08,2022-06-08 15:00:00,790,752,4.74,0
321,1,B2468,Twill,Marl Grey,2023-08-11,2023-08-11 15:00:00,803,771,3.88,0
322,1,B1669,Rib,White,2024-03-12,2024-03-12 06:00:00,2674,2597,2.87,0
323,1,B5319,Rib,Sky Blue,2025-03-13,2025-03-13 12:00:00,2716,2572,5.28,1
324,1,B7420,Rib,Navy,2025-02-22,2025-02-22 07:00:00,2824,2758,2.32,0
325,1,B7877,Twill,Black,2023-02-12,2023-02-12 20:00:00,2552,2495,2.22,0
326,1,B7038,Twill,Sky Blue,2024-02-01,2024-02-01 20:00:00,2110,2028,3.84,0
327,1,B1664,Twill,Navy,2023-03-13,2023-03-13 14:00:00,2113,1992,5.72,1
328,1,B7450,Interlock,Olive,2024-11-01,2024-11-01 18:00:00,747,723,3.21,0
329,1,B5173,Interlock,Marl Grey,2024-07-17,2024-07-17 09:00:00,648,623,3.76,0
330,1,B6016,Denim,Sky Blue,2024-11-04,2024-11-04 11:00:00,1272,1210,4.87,0
331,1,B1139,Interlock,Marl Grey,2024-04-24,2024-04-24 08:00:00,2976,2871,3.51,0
332,1,B3767,Twill,Navy,2024-07-26,2024-07-26 10:00:00,2277,2151,5.53,1
333,1,B3406,Interlock,Navy,2024-04-09,2024-04-09 17:00:00,2183,2081,4.66,0
334,1,B6628,Denim,Marl Grey,2022-01-05,2022-01-05 16:00:00,1813,1757,3.07,0
335,1,B9432,Denim,Marl Grey,2025-06-25,2025-06-25 15:00:00,660,632,4.14,0
336,1,B2607,Denim,Red,2024-04-29,2024-04-29 20:00:00,1104,1053,4.56,0
337,1,B2386,Denim,White,2022-03-04,2022-03-04 11:00:00,2057,1994,3.05,0
338,1,B4922,Rib,Marl Grey,2025-02-03,2025-02-03 08:00:00,1653,1557,5.79,0
339,1,B6990,Single Jersey,Olive,2024-08-24,2024-08-24 09:00:00,2677,2598,2.94,0
340,1,B1569,Rib,Black,2022-03-01,2022-03-01 16:00:00,822,782,4.83,0
341,1,B9667,Twill,Red,2023-12-08,2023-12-08 11:00:00,614,592,3.5,0
342,1,B8649,Twill,Marl Grey,2025-01-29,2025-01-29 18:00:00,2808,2676,4.7,0
343,1,B8430,Twill,White,2024-11-23,2024-11-23 20:00:00,1598,1519,4.89,0
344,1,B6496,Rib,Olive,2024-11-06,2024-11-06 19:00:00,1482,1426,3.75,0
345,1,B5437,Twill,Red,2023-05-21,2023-05-21 18:00:00,2935,2785,5.11,0
346,1,B2041,Twill,Navy,2022-03-01,2022-03-01 10:00:00,1648,1606,2.51,0
347,1,B7061,Single Jersey,White,2024-02-16,2024-02-16 20:00:00,532,509,4.29,0
348,1,B6019,Denim,Black,2022-01-29,2022-01-29 08:00:00,1899,1846,2.74,0
349,1,B6293,Interlock,White,2024-11-07,2024-11-07 08:00:00,2061,1987,3.59,0
350,1,B2848,Rib,Black,2023-07-21,2023-07-21 09:00:00,2356,2226,5.48,0
351,1,B7028,Denim,Black,2025-01-04,2025-01-04 19:00:00,1588,1544,2.73,0
352,1,B5684,Single Jersey,Marl Grey,2023-08-11,2023-08-11 09:00:00,1584,1511,4.6,0
353,1,B3579,Twill,Sky Blue,2023-12-28,2023-12-28 10:00:00,976,944,3.2,0
354,1,B4497,Single Jersey,Red,2022-03-12,2022-03-12 13:00:00,2820,2717,3.65,0
355,1,B4702,Single Jersey,Marl Grey,2024-06-12,2024-06-12 17:00:00,574,561,2.12,0
356,1,B2998,Twill,White,2023-10-09,2023-10-09 07:00:00,1959,1847,5.68,0
357,1,B2300,Interlock,Marl Grey,2025-11-29,2025-11-29 14:00:00,2748,2643,3.79,0
358,1,B5601,Interlock,Navy,2024-07-09,2024-07-09 10:00:00,1356,1309,3.45,0
359,1,B3887,Twill,White,2023-02-12,2023-02-12 16:00:00,2386,2313,3.04,0
360,1,B9160,Single Jersey,Black,2022-08-09,2022-08-09 19:00:00,2536,2465,2.78,0
361,1,B1414,Denim,Red,2022-08-14,2022-08-14 09:00:00,1898,1793,5.5,0
362,1,B8286,Twill,Red,2025-07-29,2025-07-29 11:00:00,1040,995,4.31,0
363,1,B7663,Rib,Navy,2023-09-12,2023-09-12 06:00:00,2417,2368,2.01,0
364,1,B1764,Interlock,Sky Blue,2023-05-27,2023-05-27 07:00:00,1124,1064,5.25,0
365,1,B1402,Interlock,Olive,2023-10-10,2023-10-10 06:00:00,2626,2504,4.63,1
366,1,B3490,Twill,Sky Blue,2022-04-30,2022-04-30 08:00:00,1229,1168,4.92,1
367,1,B6239,Twill,Marl Grey,2025-03-27,2025-03-27 10:00:00,1298,1265,2.48,1
368,1,B4714,Denim,Marl Grey,2023-12-09,2023-12-09 12:00:00,1005,953,5.08,0
369,1,B9668,Single Jersey,Red,2022-09-01,2022-09-01 09:00:00,1173,1106,5.63,0
370,1,B7194,Denim,Olive,2024-09-12,2024-09-12 12:00:00,1937,1843,4.84,0
371,1,B3883,Single Jersey,White,2023-06-28,2023-06-28 13:00:00,1263,1208,4.3,0
372,1,B5032,Interlock,Navy,2024-08-22,2024-08-22 20:00:00,2029,1909,5.87,0
373,1,B4493,Rib,Navy,2022-02-24,2022-02-24 19:00:00,1192,1160,2.6,0
374,1,B8253,Rib,Marl Grey,2025-05-01,2025-05-01 08:00:00,1278,1206,5.57,0
375,1,B1023,Interlock,Olive,2024-12-16,2024-12-16 18:00:00,2440,2323,4.76,0
376,1,B4638,Interlock,Navy,2023-04-08,2023-04-08 14:00:00,1029,999,2.91,0
377,1,B6734,Single Jersey,Red,2024-02-24,2024-02-24 13:00:00,2126,2075,2.37,1
378,1,B1746,Denim,Navy,2024-12-13,2024-12-13 07:00:00,2093,2000,4.43,0
379,1,B9284,Rib,Sky Blue,2023-09-18,2023-09-18 13:00:00,1318,1271,3.52,1
380,1,B3042,Rib,Red,2025-09-11,2025-09-11 19:00:00,908,876,3.42,0
381,1,B4641,Denim,Marl Grey,2025-04-15,2025-04-15 07:00:00,2794,2667,4.53,0
382,1,B9077,Twill,Marl Grey,2023-12-14,2023-12-14 12:00:00,1573,1507,4.14,0
383,1,B8839,Rib,Olive,2023-03-23,2023-03-23 09:00:00,2312,2196,5.02,0
384,1,B4550,Rib,Navy,2023-06-17,2023-06-17 16:00:00,1161,1095,5.68,0
385,1,B2738,Denim,Olive,2025-03-25,2025-03-25 16:00:00,1539,1446,5.99,0
386,1,B3527,Rib,Navy,2025-04-28,2025-04-28 19:00:00,1948,1877,3.62,0
387,1,B6530,Rib,Olive,2024-06-10,2024-06-10 20:00:00,701,661,5.6,0
388,1,B8844,Rib,Black,2025-10-17,2025-10-17 16:00:00,969,929,4.13,0
389,1,B9057,Interlock,Black,2024-08-08,2024-08-08 09:00:00,1467,1437,2.03,0
390,1,B5995,Single Jersey,Marl Grey,2024-10-12,2024-10-12 16:00:00,2800,2707,3.3,1
391,1,B2175,Rib,Sky Blue,2022-06-26,2022-06-26 14:00:00,2078,2021,2.7,0
392,1,B5699,Twill,Navy,2024-08-30,2024-08-30 11:00:00,2838,2687,5.31,0
393,1,B7326,Single Jersey,Olive,2023-03-27,2023-03-27 11:00:00,1633,1548,5.16,1
394,1,B5119,Denim,Black,2025-10-06,2025-10-06 11:00:00,1213,1143,5.75,0
395,1,B2416,Twill,Marl Grey,2023-09-01,2023-09-01 20:00:00,1596,1559,2.29,0
396,1,B6606,Interlock,Red,2022-03-30,2022-03-30 07:00:00,1612,1578,2.07,0
397,1,B7159,Denim,Navy,2022-07-19,2022-07-19 11:00:00,2920,2824,3.28,0
398,1,B4028,Single Jersey,Red,2022-08-10,2022-08-10 08:00:00,502,475,5.24,1
399,1,B8120,Rib,Marl Grey,2024-10-18,2024-10-18 13:00:00,561,548,2.28,0
400,1,B2574,Rib,Marl Grey,2022-06-29,2022-06-29 09:00:00,867,844,2.6,1
401,1,B4991,Twill,White,2022-11-12,2022-11-12 13:00:00,2152,2069,3.85,0
402,1,B7651,Single Jersey,White,2022-08-09,2022-08-09 12:00:00,2643,2539,3.9,1
403,1,B9037,Twill,Navy,2025-09-23,2025-09-23 08:00:00,827,784,5.19,0
404,1,B3160,Twill,Marl Grey,2023-01-08,2023-01-08 11:00:00,2094,1995,4.7,1
405,1,B9690,Denim,White,2023-02-07,2023-02-07 09:00:00,2446,2333,4.59,0
406,1,B4407,Denim,Marl Grey,2025-06-17,2025-06-17 16:00:00,1764,1714,2.81,0
407,1,B7262,Interlock,Olive,2025-10-21,2025-10-21 17:00:00,1271,1244,2.12,0
408,1,B6486,Rib,Navy,2024-09-17,2024-09-17 15:00:00,1010,983,2.58,0
409,1,B2134,Interlock,Sky Blue,2025-10-11,2025-10-11 12:00:00,596,565,5.1,0
410,1,B5461,Interlock,White,2023-11-13,2023-11-13 06:00:00,2368,2244,5.2,0
411,1,B1818,Single Jersey,Navy,2024-07-24,2024-07-24 10:00:00,2223,2092,5.87,0
412,1,B6065,Denim,Marl Grey,2025-11-19,2025-11-19 13:00:00,2282,2191,3.99,0
413,1,B8375,Interlock,Black,2023-05-08,2023-05-08 11:00:00,2219,2102,5.26,0
414,1,B7989,Single Jersey,Olive,2022-09-09,2022-09-09 11:00:00,1854,1814,2.13,0
415,1,B6156,Rib,Red,2024-01-19,2024-01-19 10:00:00,1315,1286,2.15,0
416,1,B7989,Denim,Navy,2025-05-02,2025-05-02 16:00:00,2402,2311,3.77,1
417,1,B6867,Rib,White,2022-02-08,2022-02-08 17:00:00,2057,1997,2.89,0
418,1,B7077,Denim,Red,2024-09-07,2024-09-07 08:00:00,532,517,2.72,0
419,1,B9667,Rib,Red,2023-02-21,2023-02-21 09:00:00,2193,2089,4.7,0
420,1,B2283,Interlock,White,2025-07-05,2025-07-05 14:00:00,1687,1591,5.66,0
421,1,B6495,Denim,Red,2024-11-20,2024-11-20 12:00:00,1928,1818,5.69,0
422,1,B5063,Interlock,Olive,2024-01-31,2024-01-31 10:00:00,1572,1485,5.5,0
423,1,B4627,Interlock,Marl Grey,2023-01-20,2023-01-20 10:00:00,1554,1474,5.14,0
424,1,B2987,Twill,White,2023-01-06,2023-01-06 09:00:00,2971,2841,4.36,0
425,1,B5234,Interlock,White,2023-03-01,2023-03-01 10:00:00,2346,2272,3.14,0
426,1,B7716,Interlock,Black,2023-07-03,2023-07-03 17:00:00,2653,2519,5.04,0
427,1,B3807,Rib,Navy,2025-01-28,2025-01-28 08:00:00,695,664,4.37,0
428,1,B8815,Rib,White,2022-09-26,2022-09-26 15:00:00,2683,2560,4.57,0
429,1,B5417,Single Jersey,Navy,2023-05-16,2023-05-16 20:00:00,1145,1117,2.41,1
430,1,B8299,Rib,Black,2023-11-07,2023-11-07 06:00:00,1209,1179,2.46,0
431,1,B8846,Interlock,Olive,2022-04-20,2022-04-20 17:00:00,2624,2535,3.39,0
432,1,B7763,Interlock,Olive,2024-07-19,2024-07-19 18:00:00,2435,2308,5.2,0
433,1,B3058,Single Jersey,Navy,2024-01-03,2024-01-03 12:00:00,541,529,2.17,0
434,1,B5987,Twill,Black,2025-08-05,2025-08-05 06:00:00,1107,1052,4.89,0
435,1,B1448,Rib,Marl Grey,2022-04-05,2022-04-05 09:00:00,1957,1909,2.43,0
436,1,B8560,Interlock,Sky Blue,2025-03-03,2025-03-03 15:00:00,2111,1995,5.46,0
437,1,B7416,Rib,Olive,2022-12-17,2022-12-17 13:00:00,2885,2788,3.35,0
438,1,B1037,Denim,Red,2024-11-20,2024-11-20 07:00:00,823,776,5.69,0
439,1,B5277,Interlock,White,2024-12-03,2024-12-03 12:00:00,1722,1674,2.76,0
440,1,B7355,Rib,Black,2023-04-05,2023-04-05 11:00:00,796,772,2.89,0
441,1,B1787,Rib,Olive,2025-01-03,2025-01-03 20:00:00,1251,1216,2.76,0
442,1,B3223,Single Jersey,Sky Blue,2023-05-19,2023-05-19 08:00:00,1518,1475,2.78,0
443,1,B5343,Twill,Navy,2024-01-03,2024-01-03 13:00:00,941,921,2.07,0
444,1,B7810,Denim,Marl Grey,2024-03-14,2024-03-14 06:00:00,2123,2014,5.13,0
445,1,B1535,Denim,Sky Blue,2024-04-04,2024-04-04 15:00:00,1785,1698,4.84,0
446,1,B5597,Twill,Sky Blue,2025-05-10,2025-05-10 18:00:00,2886,2717,5.84,0
447,1,B2469,Twill,Red,2022-05-05,2022-05-05 06:00:00,1671,1633,2.26,0
448,1,B5949,Rib,Sky Blue,2025-09-13,2025-09-13 18:00:00,1804,1763,2.23,0
449,1,B7006,Single Jersey,Navy,2023-02-20,2023-02-20 10:00:00,1163,1101,5.26,0
450,1,B7916,Twill,Olive,2025-11-18,2025-11-18 19:00:00,1242,1194,3.79,0
451,1,B3612,Rib,Navy,2024-07-18,2024-07-18 18:00:00,1046,1003,4.08,0
452,1,B4830,Single Jersey,Navy,2024-02-14,2024-02-14 07:00:00,566,551,2.54,0
453,1,B4531,Rib,Black,2022-07-13,2022-07-13 12:00:00,1440,1409,2.09,0
454,1,B8675,Twill,Black,2022-02-21,2022-02-21 13:00:00,1003,956,4.68,0
455,1,B6983,Single Jersey,Red,2024-07-21,2024-07-21 15:00:00,2248,2190,2.57,0
456,1,B6691,Interlock,Navy,2022-08-15,2022-08-15 09:00:00,732,712,2.69,0
457,1,B1918,Single Jersey,Navy,2024-11-29,2024-11-29 10:00:00,1445,1373,4.94,0
458,1,B8989,Rib,Navy,2024-11-18,2024-11-18 18:00:00,618,600,2.87,0
459,1,B3159,Single Jersey,Navy,2024-11-28,2024-11-28 18:00:00,2712,2625,3.18,1
460,1,B1268,Single Jersey,Red,2024-08-21,2024-08-21 08:00:00,1167,1098,5.83,0
461,1,B5795,Single Jersey,Olive,2022-07-05,2022-07-05 12:00:00,739,711,3.76,0
462,1,B5242,Denim,Red,2023-07-17,2023-07-17 16:00:00,916,867,5.33,0
463,1,B9113,Interlock,Sky Blue,2024-09-16,2024-09-16 19:00:00,1566,1508,3.66,0
464,1,B3996,Interlock,Black,2023-08-20,2023-08-20 14:00:00,2082,2010,3.44,0
465,1,B8220,Rib,Sky Blue,2022-12-09,2022-12-09 19:00:00,2421,2311,4.52,0
466,1,B2050,Rib,Navy,2024-02-03,2024-02-03 15:00:00,1797,1718,4.4,0
467,1,B6623,Twill,Red,2023-12-23,2023-12-23 14:00:00,2686,2602,3.13,0
468,1,B3415,Rib,Red,2025-08-09,2025-08-09 18:00:00,1520,1451,4.51,0
469,1,B2250,Rib,Black,2024-06-20,2024-06-20 07:00:00,1032,1007,2.34,0
470,1,B9698,Twill,White,2025-03-13,2025-03-13 17:00:00,671,651,2.94,0
471,1,B7814,Denim,Black,2024-10-11,2024-10-11 19:00:00,802,771,3.82,1
472,1,B8941,Interlock,Marl Grey,2023-12-27,2023-12-27 15:00:00,647,613,5.19,0
473,1,B3474,Interlock,Black,2024-06-11,2024-06-11 17:00:00,2907,2735,5.89,0
474,1,B6815,Rib,White,2024-11-16,2024-11-16 07:00:00,1803,1713,4.94,0
475,1,B9093,Single Jersey,Navy,2023-12-08,2023-12-08 12:00:00,1218,1186,2.57,0
476,1,B5170,Rib,Navy,2024-07-26,2024-07-26 11:00:00,2783,2676,3.82,0
477,1,B5739,Rib,Navy,2024-08-15,2024-08-15 11:00:00,962,928,3.5,0
478,1,B5270,Denim,Marl Grey,2022-12-18,2022-12-18 09:00:00,2066,1954,5.4,0
479,1,B1024,Denim,Sky Blue,2022-02-25,2022-02-25 10:00:00,1300,1263,2.81,0
480,1,B8255,Single Jersey,Olive,2024-08-15,2024-08-15 15:00:00,2557,2419,5.36,0
481,1,B6416,Single Jersey,Olive,2025-05-03,2025-05-03 19:00:00,2403,2352,2.08,0
482,1,B7130,Denim,Marl Grey,2024-11-29,2024-11-29 07:00:00,2046,1942,5.06,0
483,1,B6131,Rib,Sky Blue,2024-08-22,2024-08-22 20:00:00,2335,2241,3.99,0
484,1,B3976,Twill,Red,2023-09-25,2023-09-25 17:00:00,1356,1320,2.64,0
485,1,B6186,Twill,Navy,2024-09-23,2024-09-23 13:00:00,1597,1553,2.74,0
486,1,B6224,Rib,Navy,2022-09-08,2022-09-08 07:00:00,1969,1884,4.27,1
487,1,B7543,Interlock,White,2023-09-04,2023-09-04 06:00:00,842,820,2.57,0
488,1,B7043,Denim,Marl Grey,2022-06-19,2022-06-19 07:00:00,1145,1115,2.6,0
489,1,B6285,Twill,Navy,2024-05-02,2024-05-02 18:00:00,672,654,2.61,0
490,1,B7590,Rib,Red,2025-08-19,2025-08-19 08:00:00,1500,1442,3.85,0
491,1,B7694,Rib,Sky Blue,2023-10-12,2023-10-12 06:00:00,1715,1635,4.66,0
492,1,B8069,Twill,Black,2024-11-24,2024-11-24 06:00:00,1873,1785,4.65,0
493,1,B6564,Single Jersey,Navy,2025-10-03,2025-10-03 14:00:00,1338,1272,4.9,0
494,1,B1662,Single Jersey,Olive,2024-05-02,2024-05-02 17:00:00,2850,2732,4.14,0
495,1,B3572,Single Jersey,Sky Blue,2023-12-03,2023-12-03 19:00:00,842,819,2.71,0
496,1,B3832,Single Jersey,Olive,2023-06-11,2023-06-11 07:00:00,1712,1642,4.05,0
497,1,B7102,Denim,Navy,2022-05-14,2022-05-14 12:00:00,2283,2187,4.17,0
498,1,B5881,Single Jersey,Black,2022-02-21,2022-02-21 14:00:00,2887,2816,2.44,0
499,1,B9802,Single Jersey,Red,2023-10-05,2023-10-05 19:00:00,1766,1660,5.96,0
500,1,B1015,Single Jersey,Sky Blue,2022-11-15,2022-11-15 20:00:00,2090,2033,2.71,0
501,2,B9156,Twill,Marl Grey,2025-09-22,2025-09-22 14:00:00,2648,2544,3.92,0
502,2,B6362,Twill,Marl Grey,2023-07-15,2023-07-15 17:00:00,2145,2077,3.13,0
503,2,B6092,Single Jersey,White,2022-09-30,2022-09-30 16:00:00,2283,2171,4.9,0
504,2,B3953,Single Jersey,White,2025-09-05,2025-09-05 08:00:00,1077,1024,4.86,0
505,2,B3933,Single Jersey,Navy,2023-10-17,2023-10-17 06:00:00,1249,1223,2.07,0
506,2,B5658,Rib,White,2024-04-02,2024-04-02 07:00:00,1536,1472,4.13,0
507,2,B5610,Twill,White,2022-04-02,2022-04-02 07:00:00,2827,2683,5.09,0
508,2,B2475,Twill,Sky Blue,2025-06-08,2025-06-08 15:00:00,2328,2267,2.61,0
509,2,B5549,Denim,Marl Grey,2024-08-14,2024-08-14 17:00:00,2657,2593,2.39,0
510,2,B4263,Single Jersey,Marl Grey,2023-12-12,2023-12-12 12:00:00,2750,2692,2.08,0
511,2,B7918,Twill,Black,2023-05-05,2023-05-05 11:00:00,1188,1130,4.82,1
512,2,B4222,Rib,White,2023-08-20,2023-08-20 19:00:00,1878,1825,2.77,0
513,2,B2578,Single Jersey,Olive,2022-08-04,2022-08-04 09:00:00,690,667,3.31,0
514,2,B9674,Rib,White,2022-09-30,2022-09-30 08:00:00,507,477,5.74,0
515,2,B7847,Denim,Navy,2023-06-24,2023-06-24 13:00:00,2812,2669,5.07,1
516,2,B7522,Denim,Marl Grey,2024-05-29,2024-05-29 12:00:00,2270,2209,2.66,0
517,2,B4998,Rib,Navy,2022-11-02,2022-11-02 19:00:00,2776,2610,5.97,0
518,2,B9218,Denim,Red,2022-02-23,2022-02-23 20:00:00,1334,1295,2.86,0
519,2,B2364,Denim,Olive,2023-07-05,2023-07-05 20:00:00,967,913,5.53,0
520,2,B7594,Rib,Red,2023-02-22,2023-02-22 10:00:00,2363,2305,2.42,0
521,2,B2780,Single Jersey,Black,2022-03-12,2022-03-12 08:00:00,1277,1243,2.62,0
522,2,B4295,Rib,Marl Grey,2025-09-17,2025-09-17 19:00:00,2993,2914,2.61,0
523,2,B9324,Rib,Olive,2022-07-15,2022-07-15 19:00:00,1265,1216,3.84,0
524,2,B2037,Denim,Red,2022-05-13,2022-05-13 17:00:00,1832,1743,4.83,0
525,2,B1324,Twill,Red,2023-10-09,2023-10-09 12:00:00,2519,2429,3.54,0
526,2,B7065,Denim,Navy,2025-02-16,2025-02-16 14:00:00,525,501,4.54,0
527,2,B2645,Interlock,Navy,2024-04-08,2024-04-08 13:00:00,807,770,4.48,0
528,2,B7713,Single Jersey,Red,2022-05-03,2022-05-03 15:00:00,2560,2437,4.78,0
529,2,B7864,Denim,Sky Blue,2022-07-31,2022-07-31 10:00:00,2684,2561,4.57,0
530,2,B6733,Twill,Navy,2022-08-03,2022-08-03 08:00:00,568,534,5.96,0
531,2,B7402,Twill,Olive,2025-03-10,2025-03-10 15:00:00,2135,2046,4.14,0
532,2,B6798,Denim,Sky Blue,2025-09-19,2025-09-19 10:00:00,885,862,2.55,0
533,2,B9310,Denim,White,2023-05-08,2023-05-08 10:00:00,1165,1125,3.37,0
534,2,B8129,Single Jersey,Sky Blue,2022-11-03,2022-11-03 15:00:00,2320,2205,4.95,0
535,2,B1368,Twill,Olive,2024-07-25,2024-07-25 12:00:00,2446,2383,2.57,0
536,2,B5989,Single Jersey,Sky Blue,2024-07-02,2024-07-02 06:00:00,2293,2194,4.3,0
537,2,B1063,Denim,Sky Blue,2024-10-08,2024-10-08 13:00:00,2938,2825,3.83,0
538,2,B5176,Denim,Olive,2022-05-23,2022-05-23 14:00:00,2838,2748,3.14,0
539,2,B4170,Denim,Sky Blue,2025-04-21,2025-04-21 13:00:00,2564,2425,5.39,1
540,2,B4973,Interlock,Sky Blue,2023-09-20,2023-09-20 09:00:00,2377,2280,4.08,0
541,2,B7531,Denim,White,2023-07-25,2023-07-25 18:00:00,2684,2618,2.43,0
542,2,B9744,Single Jersey,Olive,2025-10-14,2025-10-14 08:00:00,1687,1631,3.26,0
543,2,B9433,Twill,Black,2023-08-24,2023-08-24 20:00:00,1838,1730,5.86,1
544,2,B1514,Rib,Red,2025-03-31,2025-03-31 12:00:00,1071,1008,5.84,1
545,2,B5749,Denim,White,2023-11-04,2023-11-04 10:00:00,750,734,2.07,0
546,2,B9759,Interlock,Olive,2022-05-21,2022-05-21 14:00:00,2630,2566,2.42,0
547,2,B9841,Denim,White,2023-03-30,2023-03-30 11:00:00,1278,1207,5.5,0
548,2,B8904,Interlock,Marl Grey,2023-09-26,2023-09-26 17:00:00,2715,2600,4.2,0
549,2,B8761,Interlock,Sky Blue,2022-08-29,2022-08-29 19:00:00,934,894,4.21,0
550,2,B4875,Single Jersey,Navy,2024-03-26,2024-03-26 06:00:00,2331,2210,5.15,0
551,2,B1010,Rib,Black,2023-05-03,2023-05-03 12:00:00,1912,1818,4.88,0
552,2,B2668,Denim,Sky Blue,2022-10-12,2022-10-12 20:00:00,2943,2842,3.42,0
553,2,B6856,Twill,Olive,2024-04-05,2024-04-05 09:00:00,897,859,4.23,0
554,2,B8180,Denim,Marl Grey,2023-07-30,2023-07-30 14:00:00,1705,1641,3.73,0
555,2,B8861,Single Jersey,Marl Grey,2022-07-05,2022-07-05 20:00:00,984,943,4.12,0
556,2,B1572,Single Jersey,Black,2024-09-22,2024-09-22 07:00:00,1335,1285,3.71,0
557,2,B1779,Rib,Olive,2022-07-14,2022-07-14 08:00:00,1710,1655,3.21,0
558,2,B1708,Twill,Red,2023-06-12,2023-06-12 14:00:00,1623,1547,4.66,0
559,2,B7567,Interlock,Navy,2024-01-20,2024-01-20 18:00:00,1732,1632,5.76,0
560,2,B3065,Single Jersey,Olive,2022-04-04,2022-04-04 13:00:00,1909,1824,4.45,0
561,2,B3243,Interlock,Red,2024-01-31,2024-01-31 07:00:00,1230,1196,2.74,0
562,2,B1129,Interlock,Navy,2024-07-01,2024-07-01 10:00:00,1382,1302,5.73,0
563,2,B8202,Single Jersey,Olive,2024-09-07,2024-09-07 10:00:00,2543,2460,3.23,0
564,2,B9866,Interlock,Marl Grey,2024-02-12,2024-02-12 12:00:00,1833,1769,3.49,0
565,2,B6345,Rib,Black,2025-03-10,2025-03-10 13:00:00,1449,1389,4.14,0
566,2,B2340,Rib,Olive,2024-02-13,2024-02-13 08:00:00,1864,1772,4.91,0
567,2,B1923,Single Jersey,Marl Grey,2022-07-17,2022-07-17 07:00:00,1520,1465,3.58,0
568,2,B2113,Twill,Navy,2023-08-06,2023-08-06 08:00:00,1086,1036,4.53,0
569,2,B7973,Interlock,White,2024-08-11,2024-08-11 14:00:00,2734,2599,4.93,0
570,2,B6259,Interlock,White,2025-07-08,2025-07-08 10:00:00,1830,1780,2.68,0
